income_sources,population,start_date,end_date,question,status,count
Earned Income,adults,2014-11-01,2014-11-30,Q17,income_at_start,107
Earned Income,adults,2014-11-01,2014-11-30,Q17,income_at_latest_annual_assessment_for_stayers,1
Earned Income,adults,2014-11-01,2014-11-30,Q17,income_at_exit_for_leavers,43
Unemployment Insurance,adults,2014-11-01,2014-11-30,Q17,income_at_start,5
Unemployment Insurance,adults,2014-11-01,2014-11-30,Q17,income_at_latest_annual_assessment_for_stayers,0
Unemployment Insurance,adults,2014-11-01,2014-11-30,Q17,income_at_exit_for_leavers,1
Supplemental Security Income (SSI),adults,2014-11-01,2014-11-30,Q17,income_at_start,46
Supplemental Security Income (SSI),adults,2014-11-01,2014-11-30,Q17,income_at_latest_annual_assessment_for_stayers,1
Supplemental Security Income (SSI),adults,2014-11-01,2014-11-30,Q17,income_at_exit_for_leavers,6
Social Security Disability Insurance (SSDI),adults,2014-11-01,2014-11-30,Q17,income_at_start,57
Social Security Disability Insurance (SSDI),adults,2014-11-01,2014-11-30,Q17,income_at_latest_annual_assessment_for_stayers,1
Social Security Disability Insurance (SSDI),adults,2014-11-01,2014-11-30,Q17,income_at_exit_for_leavers,13
VA Service - Connected Disability Compensation,adults,2014-11-01,2014-11-30,Q17,income_at_start,0
VA Service - Connected Disability Compensation,adults,2014-11-01,2014-11-30,Q17,income_at_latest_annual_assessment_for_stayers,0
VA Service - Connected Disability Compensation,adults,2014-11-01,2014-11-30,Q17,income_at_exit_for_leavers,0
VA Non-Service Connected Disability Pension,adults,2014-11-01,2014-11-30,Q17,income_at_start,3
VA Non-Service Connected Disability Pension,adults,2014-11-01,2014-11-30,Q17,income_at_latest_annual_assessment_for_stayers,0
VA Non-Service Connected Disability Pension,adults,2014-11-01,2014-11-30,Q17,income_at_exit_for_leavers,1
Private Disability Insurance,adults,2014-11-01,2014-11-30,Q17,income_at_start,0
Private Disability Insurance,adults,2014-11-01,2014-11-30,Q17,income_at_latest_annual_assessment_for_stayers,0
Private Disability Insurance,adults,2014-11-01,2014-11-30,Q17,income_at_exit_for_leavers,0
Worker's Compensation,adults,2014-11-01,2014-11-30,Q17,income_at_start,0
Worker's Compensation,adults,2014-11-01,2014-11-30,Q17,income_at_latest_annual_assessment_for_stayers,0
Worker's Compensation,adults,2014-11-01,2014-11-30,Q17,income_at_exit_for_leavers,0
Temporary Assistance for Needy Families (TANF),adults,2014-11-01,2014-11-30,Q17,income_at_start,7
Temporary Assistance for Needy Families (TANF),adults,2014-11-01,2014-11-30,Q17,income_at_latest_annual_assessment_for_stayers,0
Temporary Assistance for Needy Families (TANF),adults,2014-11-01,2014-11-30,Q17,income_at_exit_for_leavers,4
General Assistance (GA),adults,2014-11-01,2014-11-30,Q17,income_at_start,0
General Assistance (GA),adults,2014-11-01,2014-11-30,Q17,income_at_latest_annual_assessment_for_stayers,0
General Assistance (GA),adults,2014-11-01,2014-11-30,Q17,income_at_exit_for_leavers,0
Retirement Income from Social Security,adults,2014-11-01,2014-11-30,Q17,income_at_start,5
Retirement Income from Social Security,adults,2014-11-01,2014-11-30,Q17,income_at_latest_annual_assessment_for_stayers,0
Retirement Income from Social Security,adults,2014-11-01,2014-11-30,Q17,income_at_exit_for_leavers,1
Pension or retirement income from a former job,adults,2014-11-01,2014-11-30,Q17,income_at_start,0
Pension or retirement income from a former job,adults,2014-11-01,2014-11-30,Q17,income_at_latest_annual_assessment_for_stayers,0
Pension or retirement income from a former job,adults,2014-11-01,2014-11-30,Q17,income_at_exit_for_leavers,0
Child Support,adults,2014-11-01,2014-11-30,Q17,income_at_start,22
Child Support,adults,2014-11-01,2014-11-30,Q17,income_at_latest_annual_assessment_for_stayers,0
Child Support,adults,2014-11-01,2014-11-30,Q17,income_at_exit_for_leavers,12
Alimony and other spousal support,adults,2014-11-01,2014-11-30,Q17,income_at_start,0
Alimony and other spousal support,adults,2014-11-01,2014-11-30,Q17,income_at_latest_annual_assessment_for_stayers,0
Alimony and other spousal support,adults,2014-11-01,2014-11-30,Q17,income_at_exit_for_leavers,0
Other Source,adults,2014-11-01,2014-11-30,Q17,income_at_start,5
Other Source,adults,2014-11-01,2014-11-30,Q17,income_at_latest_annual_assessment_for_stayers,0
Other Source,adults,2014-11-01,2014-11-30,Q17,income_at_exit_for_leavers,1
Adults with Income Information at Start and Annual Assessment/Exit,adults,2014-11-01,2014-11-30,Q17,income_at_start,0
Adults with Income Information at Start and Annual Assessment/Exit,adults,2014-11-01,2014-11-30,Q17,income_at_latest_annual_assessment_for_stayers,4
Adults with Income Information at Start and Annual Assessment/Exit,adults,2014-11-01,2014-11-30,Q17,income_at_exit_for_leavers,0
