non_cash_benefits,population,start_date,end_date,question,status,count
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2014-11-01,2014-11-30,Q20a,benefit_at_start,154
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2014-11-01,2014-11-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,2
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2014-11-01,2014-11-30,Q20a,benefit_at_exit_for_leavers,56
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2014-11-01,2014-11-30,Q20a,benefit_at_start,17
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2014-11-01,2014-11-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2014-11-01,2014-11-30,Q20a,benefit_at_exit_for_leavers,5
TANF Child Care Services,all_persons,2014-11-01,2014-11-30,Q20a,benefit_at_start,2
TANF Child Care Services,all_persons,2014-11-01,2014-11-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,all_persons,2014-11-01,2014-11-30,Q20a,benefit_at_exit_for_leavers,1
TANF Transportation Services,all_persons,2014-11-01,2014-11-30,Q20a,benefit_at_start,1
TANF Transportation Services,all_persons,2014-11-01,2014-11-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,all_persons,2014-11-01,2014-11-30,Q20a,benefit_at_exit_for_leavers,1
Other TANF-Funded Services,all_persons,2014-11-01,2014-11-30,Q20a,benefit_at_start,4
Other TANF-Funded Services,all_persons,2014-11-01,2014-11-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,all_persons,2014-11-01,2014-11-30,Q20a,benefit_at_exit_for_leavers,1
Other Source,all_persons,2014-11-01,2014-11-30,Q20a,benefit_at_start,5
Other Source,all_persons,2014-11-01,2014-11-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,2
Other Source,all_persons,2014-11-01,2014-11-30,Q20a,benefit_at_exit_for_leavers,2
