veteran_status_persons,total,population,start_date,end_date,question,household_type,count
Chronically Homeless Veteran,3,all_persons,2014-11-01,2014-11-30,Q25a,without_children,3
Chronically Homeless Veteran,3,all_persons,2014-11-01,2014-11-30,Q25a,with_children_and_adults,0
Chronically Homeless Veteran,3,all_persons,2014-11-01,2014-11-30,Q25a,unknown_household_type,0
Non-Chronically Homeless Veteran,14,all_persons,2014-11-01,2014-11-30,Q25a,without_children,13
Non-Chronically Homeless Veteran,14,all_persons,2014-11-01,2014-11-30,Q25a,with_children_and_adults,1
Non-Chronically Homeless Veteran,14,all_persons,2014-11-01,2014-11-30,Q25a,unknown_household_type,0
Not a Veteran,385,all_persons,2014-11-01,2014-11-30,Q25a,without_children,284
Not a Veteran,385,all_persons,2014-11-01,2014-11-30,Q25a,with_children_and_adults,101
Not a Veteran,385,all_persons,2014-11-01,2014-11-30,Q25a,unknown_household_type,0
Client Doesn't Know/Client Refused,2,all_persons,2014-11-01,2014-11-30,Q25a,without_children,2
Client Doesn't Know/Client Refused,2,all_persons,2014-11-01,2014-11-30,Q25a,with_children_and_adults,0
Client Doesn't Know/Client Refused,2,all_persons,2014-11-01,2014-11-30,Q25a,unknown_household_type,0
Data Not Collected,6,all_persons,2014-11-01,2014-11-30,Q25a,without_children,5
Data Not Collected,6,all_persons,2014-11-01,2014-11-30,Q25a,with_children_and_adults,1
Data Not Collected,6,all_persons,2014-11-01,2014-11-30,Q25a,unknown_household_type,0
