veteran_status_households,total,population,start_date,end_date,question,household_type,count
Chronically Homeless Veteran,3,all_households,2014-11-01,2014-11-30,Q25b,without_children,3
Chronically Homeless Veteran,3,all_households,2014-11-01,2014-11-30,Q25b,with_children_and_adults,0
Chronically Homeless Veteran,3,all_households,2014-11-01,2014-11-30,Q25b,unknown_household_type,0
Non-Chronically Homeless Veteran,13,all_households,2014-11-01,2014-11-30,Q25b,without_children,13
Non-Chronically Homeless Veteran,13,all_households,2014-11-01,2014-11-30,Q25b,with_children_and_adults,0
Non-Chronically Homeless Veteran,13,all_households,2014-11-01,2014-11-30,Q25b,unknown_household_type,0
Not a Veteran,281,all_households,2014-11-01,2014-11-30,Q25b,without_children,225
Not a Veteran,281,all_households,2014-11-01,2014-11-30,Q25b,with_children_and_adults,56
Not a Veteran,281,all_households,2014-11-01,2014-11-30,Q25b,unknown_household_type,0
Client Doesn't Know/Client Refused,2,all_households,2014-11-01,2014-11-30,Q25b,without_children,2
Client Doesn't Know/Client Refused,2,all_households,2014-11-01,2014-11-30,Q25b,with_children_and_adults,0
Client Doesn't Know/Client Refused,2,all_households,2014-11-01,2014-11-30,Q25b,unknown_household_type,0
Data Not Collected,6,all_households,2014-11-01,2014-11-30,Q25b,without_children,5
Data Not Collected,6,all_households,2014-11-01,2014-11-30,Q25b,with_children_and_adults,1
Data Not Collected,6,all_households,2014-11-01,2014-11-30,Q25b,unknown_household_type,0
