length,total,population,start_date,end_date,question,status,count
30 days or less,233,all_persons,2014-11-01,2014-11-30,Q22a1,leavers,133
30 days or less,233,all_persons,2014-11-01,2014-11-30,Q22a1,stayers,100
31 to 60 days,80,all_persons,2014-11-01,2014-11-30,Q22a1,leavers,16
31 to 60 days,80,all_persons,2014-11-01,2014-11-30,Q22a1,stayers,64
61 to 90 days,53,all_persons,2014-11-01,2014-11-30,Q22a1,leavers,14
61 to 90 days,53,all_persons,2014-11-01,2014-11-30,Q22a1,stayers,39
91 to 180 days,58,all_persons,2014-11-01,2014-11-30,Q22a1,leavers,7
91 to 180 days,58,all_persons,2014-11-01,2014-11-30,Q22a1,stayers,51
181 to 365 days,33,all_persons,2014-11-01,2014-11-30,Q22a1,leavers,3
181 to 365 days,33,all_persons,2014-11-01,2014-11-30,Q22a1,stayers,30
366 to 730 Days (1-2 Yrs),16,all_persons,2014-11-01,2014-11-30,Q22a1,leavers,0
366 to 730 Days (1-2 Yrs),16,all_persons,2014-11-01,2014-11-30,Q22a1,stayers,16
"731 to 1,095 Days (2-3 Yrs)",13,all_persons,2014-11-01,2014-11-30,Q22a1,leavers,0
"731 to 1,095 Days (2-3 Yrs)",13,all_persons,2014-11-01,2014-11-30,Q22a1,stayers,13
"1,096 to 1,460 Days (3-4 Yrs)",13,all_persons,2014-11-01,2014-11-30,Q22a1,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",13,all_persons,2014-11-01,2014-11-30,Q22a1,stayers,13
"1,461 to 1,825 Days (5-5 Yrs)",10,all_persons,2014-11-01,2014-11-30,Q22a1,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",10,all_persons,2014-11-01,2014-11-30,Q22a1,stayers,10
"More than 1,825 Days (>5 Yrs)",43,all_persons,2014-11-01,2014-11-30,Q22a1,leavers,0
"More than 1,825 Days (>5 Yrs)",43,all_persons,2014-11-01,2014-11-30,Q22a1,stayers,43
Data Not Collected,0,all_persons,2014-11-01,2014-11-30,Q22a1,leavers,0
Data Not Collected,0,all_persons,2014-11-01,2014-11-30,Q22a1,stayers,0
