ethnicity,total,population,start_date,end_date,question,household_type,count
Non-Hispanic/Non-Latin(a)(o)(x),511,all_persons,2014-11-01,2014-11-30,Q12b,without_children,285
Non-Hispanic/Non-Latin(a)(o)(x),511,all_persons,2014-11-01,2014-11-30,Q12b,with_children_and_adults,226
Non-Hispanic/Non-Latin(a)(o)(x),511,all_persons,2014-11-01,2014-11-30,Q12b,with_only_children,0
Non-Hispanic/Non-Latin(a)(o)(x),511,all_persons,2014-11-01,2014-11-30,Q12b,unknown_household_type,0
Hispanic/Latin(a)(o)(x),40,all_persons,2014-11-01,2014-11-30,Q12b,without_children,21
Hispanic/Latin(a)(o)(x),40,all_persons,2014-11-01,2014-11-30,Q12b,with_children_and_adults,19
Hispanic/Latin(a)(o)(x),40,all_persons,2014-11-01,2014-11-30,Q12b,with_only_children,0
Hispanic/Latin(a)(o)(x),40,all_persons,2014-11-01,2014-11-30,Q12b,unknown_household_type,0
Client Doesn't Know/Client Refused,1,all_persons,2014-11-01,2014-11-30,Q12b,without_children,1
Client Doesn't Know/Client Refused,1,all_persons,2014-11-01,2014-11-30,Q12b,with_children_and_adults,0
Client Doesn't Know/Client Refused,1,all_persons,2014-11-01,2014-11-30,Q12b,with_only_children,0
Client Doesn't Know/Client Refused,1,all_persons,2014-11-01,2014-11-30,Q12b,unknown_household_type,0
Data Not Collected,0,all_persons,2014-11-01,2014-11-30,Q12b,without_children,0
Data Not Collected,0,all_persons,2014-11-01,2014-11-30,Q12b,with_children_and_adults,0
Data Not Collected,0,all_persons,2014-11-01,2014-11-30,Q12b,with_only_children,0
Data Not Collected,0,all_persons,2014-11-01,2014-11-30,Q12b,unknown_household_type,0
