dv_history,total,population,start_date,end_date,question,household_type,count
Yes,53,all_persons,2014-11-01,2014-11-30,Q14a,without_children,35
Yes,53,all_persons,2014-11-01,2014-11-30,Q14a,with_children_and_adults,18
Yes,53,all_persons,2014-11-01,2014-11-30,Q14a,with_only_children,0
Yes,53,all_persons,2014-11-01,2014-11-30,Q14a,unknown_household_type,0
No,343,all_persons,2014-11-01,2014-11-30,Q14a,without_children,258
No,343,all_persons,2014-11-01,2014-11-30,Q14a,with_children_and_adults,85
No,343,all_persons,2014-11-01,2014-11-30,Q14a,with_only_children,0
No,343,all_persons,2014-11-01,2014-11-30,Q14a,unknown_household_type,0
Client Doesn't Know/Client Refused,1,all_persons,2014-11-01,2014-11-30,Q14a,without_children,1
Client Doesn't Know/Client Refused,1,all_persons,2014-11-01,2014-11-30,Q14a,with_children_and_adults,0
Client Doesn't Know/Client Refused,1,all_persons,2014-11-01,2014-11-30,Q14a,with_only_children,0
Client Doesn't Know/Client Refused,1,all_persons,2014-11-01,2014-11-30,Q14a,unknown_household_type,0
Data Not Collected,13,all_persons,2014-11-01,2014-11-30,Q14a,without_children,13
Data Not Collected,13,all_persons,2014-11-01,2014-11-30,Q14a,with_children_and_adults,0
Data Not Collected,13,all_persons,2014-11-01,2014-11-30,Q14a,with_only_children,0
Data Not Collected,13,all_persons,2014-11-01,2014-11-30,Q14a,unknown_household_type,0
