conditions,population,start_date,end_date,question,status,count
Mental Health Disorder,veterans,2021-06-01,2021-06-30,Q25e,conditions_at_start,9
Mental Health Disorder,veterans,2021-06-01,2021-06-30,Q25e,conditions_at_latest_assessment_for_stayers,7
Mental Health Disorder,veterans,2021-06-01,2021-06-30,Q25e,conditions_at_exit_for_leavers,2
Alcohol Use Disorder,veterans,2021-06-01,2021-06-30,Q25e,conditions_at_start,8
Alcohol Use Disorder,veterans,2021-06-01,2021-06-30,Q25e,conditions_at_latest_assessment_for_stayers,8
Alcohol Use Disorder,veterans,2021-06-01,2021-06-30,Q25e,conditions_at_exit_for_leavers,0
Drug Use Disorder,veterans,2021-06-01,2021-06-30,Q25e,conditions_at_start,0
Drug Use Disorder,veterans,2021-06-01,2021-06-30,Q25e,conditions_at_latest_assessment_for_stayers,1
Drug Use Disorder,veterans,2021-06-01,2021-06-30,Q25e,conditions_at_exit_for_leavers,0
Both Alcohol and Drug Use Disorders,veterans,2021-06-01,2021-06-30,Q25e,conditions_at_start,3
Both Alcohol and Drug Use Disorders,veterans,2021-06-01,2021-06-30,Q25e,conditions_at_latest_assessment_for_stayers,2
Both Alcohol and Drug Use Disorders,veterans,2021-06-01,2021-06-30,Q25e,conditions_at_exit_for_leavers,1
Chronic Health Condition,veterans,2021-06-01,2021-06-30,Q25e,conditions_at_start,13
Chronic Health Condition,veterans,2021-06-01,2021-06-30,Q25e,conditions_at_latest_assessment_for_stayers,11
Chronic Health Condition,veterans,2021-06-01,2021-06-30,Q25e,conditions_at_exit_for_leavers,2
HIV/AIDS,veterans,2021-06-01,2021-06-30,Q25e,conditions_at_start,2
HIV/AIDS,veterans,2021-06-01,2021-06-30,Q25e,conditions_at_latest_assessment_for_stayers,2
HIV/AIDS,veterans,2021-06-01,2021-06-30,Q25e,conditions_at_exit_for_leavers,0
Development Disability,veterans,2021-06-01,2021-06-30,Q25e,conditions_at_start,1
Development Disability,veterans,2021-06-01,2021-06-30,Q25e,conditions_at_latest_assessment_for_stayers,1
Development Disability,veterans,2021-06-01,2021-06-30,Q25e,conditions_at_exit_for_leavers,0
Physical Disability,veterans,2021-06-01,2021-06-30,Q25e,conditions_at_start,12
Physical Disability,veterans,2021-06-01,2021-06-30,Q25e,conditions_at_latest_assessment_for_stayers,10
Physical Disability,veterans,2021-06-01,2021-06-30,Q25e,conditions_at_exit_for_leavers,2
