number_of_adults_by_income_category,population,start_date,end_date,question,status,count
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2021-06-01,2021-06-30,Q18,number_of_adults_at_start,164
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2021-06-01,2021-06-30,Q18,number_of_adults_at_annual_assessment_stayers,6
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2021-06-01,2021-06-30,Q18,number_of_adults_at_exit_leavers,30
Adults with Only Other Income,all_persons,2021-06-01,2021-06-30,Q18,number_of_adults_at_start,195
Adults with Only Other Income,all_persons,2021-06-01,2021-06-30,Q18,number_of_adults_at_annual_assessment_stayers,38
Adults with Only Other Income,all_persons,2021-06-01,2021-06-30,Q18,number_of_adults_at_exit_leavers,35
Adults with Both Earned and Other Income,all_persons,2021-06-01,2021-06-30,Q18,number_of_adults_at_start,26
Adults with Both Earned and Other Income,all_persons,2021-06-01,2021-06-30,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Both Earned and Other Income,all_persons,2021-06-01,2021-06-30,Q18,number_of_adults_at_exit_leavers,4
Adults with No Income,all_persons,2021-06-01,2021-06-30,Q18,number_of_adults_at_start,495
Adults with No Income,all_persons,2021-06-01,2021-06-30,Q18,number_of_adults_at_annual_assessment_stayers,13
Adults with No Income,all_persons,2021-06-01,2021-06-30,Q18,number_of_adults_at_exit_leavers,125
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2021-06-01,2021-06-30,Q18,number_of_adults_at_start,1
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2021-06-01,2021-06-30,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2021-06-01,2021-06-30,Q18,number_of_adults_at_exit_leavers,0
Adults with Missing Income Information,all_persons,2021-06-01,2021-06-30,Q18,number_of_adults_at_start,21
Adults with Missing Income Information,all_persons,2021-06-01,2021-06-30,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Missing Income Information,all_persons,2021-06-01,2021-06-30,Q18,number_of_adults_at_exit_leavers,1
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2021-06-01,2021-06-30,Q18,number_of_adults_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2021-06-01,2021-06-30,Q18,number_of_adults_at_annual_assessment_stayers,354
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2021-06-01,2021-06-30,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2021-06-01,2021-06-30,Q18,number_of_adults_at_start,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2021-06-01,2021-06-30,Q18,number_of_adults_at_annual_assessment_stayers,301
Number of Adult Stayers without Required Annual Assessment,all_persons,2021-06-01,2021-06-30,Q18,number_of_adults_at_exit_leavers,0
Total Adults,all_persons,2021-06-01,2021-06-30,Q18,number_of_adults_at_start,907
Total Adults,all_persons,2021-06-01,2021-06-30,Q18,number_of_adults_at_annual_assessment_stayers,712
Total Adults,all_persons,2021-06-01,2021-06-30,Q18,number_of_adults_at_exit_leavers,195
1 or More Source of Income,all_persons,2021-06-01,2021-06-30,Q18,number_of_adults_at_start,439
1 or More Source of Income,all_persons,2021-06-01,2021-06-30,Q18,number_of_adults_at_annual_assessment_stayers,45
1 or More Source of Income,all_persons,2021-06-01,2021-06-30,Q18,number_of_adults_at_exit_leavers,81
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2021-06-01,2021-06-30,Q18,number_of_adults_at_start,0
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2021-06-01,2021-06-30,Q18,number_of_adults_at_annual_assessment_stayers,57
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2021-06-01,2021-06-30,Q18,number_of_adults_at_exit_leavers,0
