dv_history,total,population,start_date,end_date,question,household_type,count
Yes,208,all_persons,2021-06-01,2021-06-30,Q14a,without_children,168
Yes,208,all_persons,2021-06-01,2021-06-30,Q14a,with_children_and_adults,40
Yes,208,all_persons,2021-06-01,2021-06-30,Q14a,with_only_children,0
Yes,208,all_persons,2021-06-01,2021-06-30,Q14a,unknown_household_type,0
No,679,all_persons,2021-06-01,2021-06-30,Q14a,without_children,574
No,679,all_persons,2021-06-01,2021-06-30,Q14a,with_children_and_adults,102
No,679,all_persons,2021-06-01,2021-06-30,Q14a,with_only_children,0
No,679,all_persons,2021-06-01,2021-06-30,Q14a,unknown_household_type,3
Client Doesn't Know/Client Refused,6,all_persons,2021-06-01,2021-06-30,Q14a,without_children,5
Client Doesn't Know/Client Refused,6,all_persons,2021-06-01,2021-06-30,Q14a,with_children_and_adults,1
Client Doesn't Know/Client Refused,6,all_persons,2021-06-01,2021-06-30,Q14a,with_only_children,0
Client Doesn't Know/Client Refused,6,all_persons,2021-06-01,2021-06-30,Q14a,unknown_household_type,0
Data Not Collected,14,all_persons,2021-06-01,2021-06-30,Q14a,without_children,9
Data Not Collected,14,all_persons,2021-06-01,2021-06-30,Q14a,with_children_and_adults,5
Data Not Collected,14,all_persons,2021-06-01,2021-06-30,Q14a,with_only_children,0
Data Not Collected,14,all_persons,2021-06-01,2021-06-30,Q14a,unknown_household_type,0
