conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,48,5,0,all_persons,2021-06-01,2021-06-30,Q13b1,without_children,43
Mental Health Disorder,48,5,0,all_persons,2021-06-01,2021-06-30,Q13b1,with_only_children,0
Mental Health Disorder,48,5,0,all_persons,2021-06-01,2021-06-30,Q13b1,unknown_household_type,0
Alcohol Use Disorder,10,0,0,all_persons,2021-06-01,2021-06-30,Q13b1,without_children,10
Alcohol Use Disorder,10,0,0,all_persons,2021-06-01,2021-06-30,Q13b1,with_only_children,0
Alcohol Use Disorder,10,0,0,all_persons,2021-06-01,2021-06-30,Q13b1,unknown_household_type,0
Drug Use Disorder,11,0,0,all_persons,2021-06-01,2021-06-30,Q13b1,without_children,11
Drug Use Disorder,11,0,0,all_persons,2021-06-01,2021-06-30,Q13b1,with_only_children,0
Drug Use Disorder,11,0,0,all_persons,2021-06-01,2021-06-30,Q13b1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,12,0,0,all_persons,2021-06-01,2021-06-30,Q13b1,without_children,12
Both Alcohol and Drug Use Disorders,12,0,0,all_persons,2021-06-01,2021-06-30,Q13b1,with_only_children,0
Both Alcohol and Drug Use Disorders,12,0,0,all_persons,2021-06-01,2021-06-30,Q13b1,unknown_household_type,0
Chronic Health Condition,21,4,0,all_persons,2021-06-01,2021-06-30,Q13b1,without_children,16
Chronic Health Condition,21,4,0,all_persons,2021-06-01,2021-06-30,Q13b1,with_only_children,1
Chronic Health Condition,21,4,0,all_persons,2021-06-01,2021-06-30,Q13b1,unknown_household_type,0
HIV/AIDS,2,0,0,all_persons,2021-06-01,2021-06-30,Q13b1,without_children,2
HIV/AIDS,2,0,0,all_persons,2021-06-01,2021-06-30,Q13b1,with_only_children,0
HIV/AIDS,2,0,0,all_persons,2021-06-01,2021-06-30,Q13b1,unknown_household_type,0
Development Disability,10,2,2,all_persons,2021-06-01,2021-06-30,Q13b1,without_children,4
Development Disability,10,2,2,all_persons,2021-06-01,2021-06-30,Q13b1,with_only_children,2
Development Disability,10,2,2,all_persons,2021-06-01,2021-06-30,Q13b1,unknown_household_type,0
Physical Disability,24,4,0,all_persons,2021-06-01,2021-06-30,Q13b1,without_children,20
Physical Disability,24,4,0,all_persons,2021-06-01,2021-06-30,Q13b1,with_only_children,0
Physical Disability,24,4,0,all_persons,2021-06-01,2021-06-30,Q13b1,unknown_household_type,0
