income_sources,population,start_date,end_date,question,status,count
Earned Income,adults,2021-06-01,2021-06-30,Q17,income_at_start,192
Earned Income,adults,2021-06-01,2021-06-30,Q17,income_at_latest_annual_assessment_for_stayers,6
Earned Income,adults,2021-06-01,2021-06-30,Q17,income_at_exit_for_leavers,34
Unemployment Insurance,adults,2021-06-01,2021-06-30,Q17,income_at_start,5
Unemployment Insurance,adults,2021-06-01,2021-06-30,Q17,income_at_latest_annual_assessment_for_stayers,0
Unemployment Insurance,adults,2021-06-01,2021-06-30,Q17,income_at_exit_for_leavers,1
Supplemental Security Income (SSI),adults,2021-06-01,2021-06-30,Q17,income_at_start,117
Supplemental Security Income (SSI),adults,2021-06-01,2021-06-30,Q17,income_at_latest_annual_assessment_for_stayers,22
Supplemental Security Income (SSI),adults,2021-06-01,2021-06-30,Q17,income_at_exit_for_leavers,20
Social Security Disability Insurance (SSDI),adults,2021-06-01,2021-06-30,Q17,income_at_start,86
Social Security Disability Insurance (SSDI),adults,2021-06-01,2021-06-30,Q17,income_at_latest_annual_assessment_for_stayers,12
Social Security Disability Insurance (SSDI),adults,2021-06-01,2021-06-30,Q17,income_at_exit_for_leavers,14
VA Service - Connected Disability Compensation,adults,2021-06-01,2021-06-30,Q17,income_at_start,5
VA Service - Connected Disability Compensation,adults,2021-06-01,2021-06-30,Q17,income_at_latest_annual_assessment_for_stayers,2
VA Service - Connected Disability Compensation,adults,2021-06-01,2021-06-30,Q17,income_at_exit_for_leavers,4
VA Non-Service Connected Disability Pension,adults,2021-06-01,2021-06-30,Q17,income_at_start,4
VA Non-Service Connected Disability Pension,adults,2021-06-01,2021-06-30,Q17,income_at_latest_annual_assessment_for_stayers,4
VA Non-Service Connected Disability Pension,adults,2021-06-01,2021-06-30,Q17,income_at_exit_for_leavers,1
Private Disability Insurance,adults,2021-06-01,2021-06-30,Q17,income_at_start,1
Private Disability Insurance,adults,2021-06-01,2021-06-30,Q17,income_at_latest_annual_assessment_for_stayers,0
Private Disability Insurance,adults,2021-06-01,2021-06-30,Q17,income_at_exit_for_leavers,0
Worker's Compensation,adults,2021-06-01,2021-06-30,Q17,income_at_start,1
Worker's Compensation,adults,2021-06-01,2021-06-30,Q17,income_at_latest_annual_assessment_for_stayers,0
Worker's Compensation,adults,2021-06-01,2021-06-30,Q17,income_at_exit_for_leavers,0
Temporary Assistance for Needy Families (TANF),adults,2021-06-01,2021-06-30,Q17,income_at_start,13
Temporary Assistance for Needy Families (TANF),adults,2021-06-01,2021-06-30,Q17,income_at_latest_annual_assessment_for_stayers,1
Temporary Assistance for Needy Families (TANF),adults,2021-06-01,2021-06-30,Q17,income_at_exit_for_leavers,2
General Assistance (GA),adults,2021-06-01,2021-06-30,Q17,income_at_start,1
General Assistance (GA),adults,2021-06-01,2021-06-30,Q17,income_at_latest_annual_assessment_for_stayers,0
General Assistance (GA),adults,2021-06-01,2021-06-30,Q17,income_at_exit_for_leavers,1
Retirement Income from Social Security,adults,2021-06-01,2021-06-30,Q17,income_at_start,19
Retirement Income from Social Security,adults,2021-06-01,2021-06-30,Q17,income_at_latest_annual_assessment_for_stayers,3
Retirement Income from Social Security,adults,2021-06-01,2021-06-30,Q17,income_at_exit_for_leavers,3
Pension or retirement income from a former job,adults,2021-06-01,2021-06-30,Q17,income_at_start,5
Pension or retirement income from a former job,adults,2021-06-01,2021-06-30,Q17,income_at_latest_annual_assessment_for_stayers,1
Pension or retirement income from a former job,adults,2021-06-01,2021-06-30,Q17,income_at_exit_for_leavers,0
Child Support,adults,2021-06-01,2021-06-30,Q17,income_at_start,9
Child Support,adults,2021-06-01,2021-06-30,Q17,income_at_latest_annual_assessment_for_stayers,0
Child Support,adults,2021-06-01,2021-06-30,Q17,income_at_exit_for_leavers,2
Alimony and other spousal support,adults,2021-06-01,2021-06-30,Q17,income_at_start,0
Alimony and other spousal support,adults,2021-06-01,2021-06-30,Q17,income_at_latest_annual_assessment_for_stayers,0
Alimony and other spousal support,adults,2021-06-01,2021-06-30,Q17,income_at_exit_for_leavers,0
Other Source,adults,2021-06-01,2021-06-30,Q17,income_at_start,6
Other Source,adults,2021-06-01,2021-06-30,Q17,income_at_latest_annual_assessment_for_stayers,1
Other Source,adults,2021-06-01,2021-06-30,Q17,income_at_exit_for_leavers,1
Adults with Income Information at Start and Annual Assessment/Exit,adults,2021-06-01,2021-06-30,Q17,income_at_start,0
Adults with Income Information at Start and Annual Assessment/Exit,adults,2021-06-01,2021-06-30,Q17,income_at_latest_annual_assessment_for_stayers,57
Adults with Income Information at Start and Annual Assessment/Exit,adults,2021-06-01,2021-06-30,Q17,income_at_exit_for_leavers,0
