health_insurance,population,start_date,end_date,question,status,count
MEDICAID,all_persons,2021-06-01,2021-06-30,Q21,at_start,560
MEDICAID,all_persons,2021-06-01,2021-06-30,Q21,at_annual_assessment_for_stayers,40
MEDICAID,all_persons,2021-06-01,2021-06-30,Q21,at_exit_for_leavers,105
MEDICARE,all_persons,2021-06-01,2021-06-30,Q21,at_start,99
MEDICARE,all_persons,2021-06-01,2021-06-30,Q21,at_annual_assessment_for_stayers,14
MEDICARE,all_persons,2021-06-01,2021-06-30,Q21,at_exit_for_leavers,16
State Children's Health Insurance Program,all_persons,2021-06-01,2021-06-30,Q21,at_start,7
State Children's Health Insurance Program,all_persons,2021-06-01,2021-06-30,Q21,at_annual_assessment_for_stayers,0
State Children's Health Insurance Program,all_persons,2021-06-01,2021-06-30,Q21,at_exit_for_leavers,1
Veteran's Administration (VA) Medical Services,all_persons,2021-06-01,2021-06-30,Q21,at_start,20
Veteran's Administration (VA) Medical Services,all_persons,2021-06-01,2021-06-30,Q21,at_annual_assessment_for_stayers,12
Veteran's Administration (VA) Medical Services,all_persons,2021-06-01,2021-06-30,Q21,at_exit_for_leavers,7
Employer - Provided Health Insurance,all_persons,2021-06-01,2021-06-30,Q21,at_start,36
Employer - Provided Health Insurance,all_persons,2021-06-01,2021-06-30,Q21,at_annual_assessment_for_stayers,0
Employer - Provided Health Insurance,all_persons,2021-06-01,2021-06-30,Q21,at_exit_for_leavers,3
Health Insurance obtained through COBRA,all_persons,2021-06-01,2021-06-30,Q21,at_start,0
Health Insurance obtained through COBRA,all_persons,2021-06-01,2021-06-30,Q21,at_annual_assessment_for_stayers,0
Health Insurance obtained through COBRA,all_persons,2021-06-01,2021-06-30,Q21,at_exit_for_leavers,0
Private Pay Health Insurance,all_persons,2021-06-01,2021-06-30,Q21,at_start,38
Private Pay Health Insurance,all_persons,2021-06-01,2021-06-30,Q21,at_annual_assessment_for_stayers,1
Private Pay Health Insurance,all_persons,2021-06-01,2021-06-30,Q21,at_exit_for_leavers,1
State Health Insurance for Adults,all_persons,2021-06-01,2021-06-30,Q21,at_start,5
State Health Insurance for Adults,all_persons,2021-06-01,2021-06-30,Q21,at_annual_assessment_for_stayers,0
State Health Insurance for Adults,all_persons,2021-06-01,2021-06-30,Q21,at_exit_for_leavers,1
Indian Health Services Program,all_persons,2021-06-01,2021-06-30,Q21,at_start,2
Indian Health Services Program,all_persons,2021-06-01,2021-06-30,Q21,at_annual_assessment_for_stayers,0
Indian Health Services Program,all_persons,2021-06-01,2021-06-30,Q21,at_exit_for_leavers,0
Other,all_persons,2021-06-01,2021-06-30,Q21,at_start,7
Other,all_persons,2021-06-01,2021-06-30,Q21,at_annual_assessment_for_stayers,0
Other,all_persons,2021-06-01,2021-06-30,Q21,at_exit_for_leavers,0
No Health Insurance,all_persons,2021-06-01,2021-06-30,Q21,at_start,315
No Health Insurance,all_persons,2021-06-01,2021-06-30,Q21,at_annual_assessment_for_stayers,12
No Health Insurance,all_persons,2021-06-01,2021-06-30,Q21,at_exit_for_leavers,61
Client Doesn't Know/Client Refused,all_persons,2021-06-01,2021-06-30,Q21,at_start,3
Client Doesn't Know/Client Refused,all_persons,2021-06-01,2021-06-30,Q21,at_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,all_persons,2021-06-01,2021-06-30,Q21,at_exit_for_leavers,0
Data Not Collected,all_persons,2021-06-01,2021-06-30,Q21,at_start,96
Data Not Collected,all_persons,2021-06-01,2021-06-30,Q21,at_annual_assessment_for_stayers,455
Data Not Collected,all_persons,2021-06-01,2021-06-30,Q21,at_exit_for_leavers,5
Number of Stayers not yet Required To Have an Annual Assessment,all_persons,2021-06-01,2021-06-30,Q21,at_start,0
Number of Stayers not yet Required To Have an Annual Assessment,all_persons,2021-06-01,2021-06-30,Q21,at_annual_assessment_for_stayers,399
Number of Stayers not yet Required To Have an Annual Assessment,all_persons,2021-06-01,2021-06-30,Q21,at_exit_for_leavers,0
1 Source of Health Insurance,all_persons,2021-06-01,2021-06-30,Q21,at_start,601
1 Source of Health Insurance,all_persons,2021-06-01,2021-06-30,Q21,at_annual_assessment_for_stayers,43
1 Source of Health Insurance,all_persons,2021-06-01,2021-06-30,Q21,at_exit_for_leavers,119
More than 1 Source of Health Insurance,all_persons,2021-06-01,2021-06-30,Q21,at_start,84
More than 1 Source of Health Insurance,all_persons,2021-06-01,2021-06-30,Q21,at_annual_assessment_for_stayers,12
More than 1 Source of Health Insurance,all_persons,2021-06-01,2021-06-30,Q21,at_exit_for_leavers,7
