conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,249,13,0,start,2021-06-01,2021-06-30,Q13a1,without_children,236
Mental Health Disorder,249,13,0,start,2021-06-01,2021-06-30,Q13a1,with_only_children,0
Mental Health Disorder,249,13,0,start,2021-06-01,2021-06-30,Q13a1,unknown_household_type,0
Alcohol Use Disorder,60,0,0,start,2021-06-01,2021-06-30,Q13a1,without_children,60
Alcohol Use Disorder,60,0,0,start,2021-06-01,2021-06-30,Q13a1,with_only_children,0
Alcohol Use Disorder,60,0,0,start,2021-06-01,2021-06-30,Q13a1,unknown_household_type,0
Drug Use Disorder,31,1,0,start,2021-06-01,2021-06-30,Q13a1,without_children,30
Drug Use Disorder,31,1,0,start,2021-06-01,2021-06-30,Q13a1,with_only_children,0
Drug Use Disorder,31,1,0,start,2021-06-01,2021-06-30,Q13a1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,51,0,0,start,2021-06-01,2021-06-30,Q13a1,without_children,51
Both Alcohol and Drug Use Disorders,51,0,0,start,2021-06-01,2021-06-30,Q13a1,with_only_children,0
Both Alcohol and Drug Use Disorders,51,0,0,start,2021-06-01,2021-06-30,Q13a1,unknown_household_type,0
Chronic Health Condition,128,8,1,start,2021-06-01,2021-06-30,Q13a1,without_children,119
Chronic Health Condition,128,8,1,start,2021-06-01,2021-06-30,Q13a1,with_only_children,0
Chronic Health Condition,128,8,1,start,2021-06-01,2021-06-30,Q13a1,unknown_household_type,0
HIV/AIDS,100,7,0,start,2021-06-01,2021-06-30,Q13a1,without_children,93
HIV/AIDS,100,7,0,start,2021-06-01,2021-06-30,Q13a1,with_only_children,0
HIV/AIDS,100,7,0,start,2021-06-01,2021-06-30,Q13a1,unknown_household_type,0
Development Disability,55,4,10,start,2021-06-01,2021-06-30,Q13a1,without_children,40
Development Disability,55,4,10,start,2021-06-01,2021-06-30,Q13a1,with_only_children,0
Development Disability,55,4,10,start,2021-06-01,2021-06-30,Q13a1,unknown_household_type,1
Physical Disability,144,7,0,start,2021-06-01,2021-06-30,Q13a1,without_children,137
Physical Disability,144,7,0,start,2021-06-01,2021-06-30,Q13a1,with_only_children,0
Physical Disability,144,7,0,start,2021-06-01,2021-06-30,Q13a1,unknown_household_type,0
