ch_status_households,total,population,start_date,end_date,question,household_type,count
Chronically Homeless ,25,all_households,2014-12-01,2014-12-31,Q26a,without_children,25
Chronically Homeless ,25,all_households,2014-12-01,2014-12-31,Q26a,with_children_and_adults,0
Chronically Homeless ,25,all_households,2014-12-01,2014-12-31,Q26a,with_only_children,0
Chronically Homeless ,25,all_households,2014-12-01,2014-12-31,Q26a,unknown_household_type,0
Not Chronically Homeless,188,all_households,2014-12-01,2014-12-31,Q26a,without_children,136
Not Chronically Homeless,188,all_households,2014-12-01,2014-12-31,Q26a,with_children_and_adults,52
Not Chronically Homeless,188,all_households,2014-12-01,2014-12-31,Q26a,with_only_children,0
Not Chronically Homeless,188,all_households,2014-12-01,2014-12-31,Q26a,unknown_household_type,0
Client Doesn't Know/Client Refused,4,all_households,2014-12-01,2014-12-31,Q26a,without_children,4
Client Doesn't Know/Client Refused,4,all_households,2014-12-01,2014-12-31,Q26a,with_children_and_adults,0
Client Doesn't Know/Client Refused,4,all_households,2014-12-01,2014-12-31,Q26a,with_only_children,0
Client Doesn't Know/Client Refused,4,all_households,2014-12-01,2014-12-31,Q26a,unknown_household_type,0
Data Not Collected,106,all_households,2014-12-01,2014-12-31,Q26a,without_children,94
Data Not Collected,106,all_households,2014-12-01,2014-12-31,Q26a,with_children_and_adults,12
Data Not Collected,106,all_households,2014-12-01,2014-12-31,Q26a,with_only_children,0
Data Not Collected,106,all_households,2014-12-01,2014-12-31,Q26a,unknown_household_type,0
