ethnicity,total,population,start_date,end_date,question,household_type,count
Non-Hispanic/Non-Latin(a)(o)(x),538,all_persons,2014-12-01,2014-12-31,Q12b,without_children,286
Non-Hispanic/Non-Latin(a)(o)(x),538,all_persons,2014-12-01,2014-12-31,Q12b,with_children_and_adults,249
Non-Hispanic/Non-Latin(a)(o)(x),538,all_persons,2014-12-01,2014-12-31,Q12b,with_only_children,3
Non-Hispanic/Non-Latin(a)(o)(x),538,all_persons,2014-12-01,2014-12-31,Q12b,unknown_household_type,0
Hispanic/Latin(a)(o)(x),35,all_persons,2014-12-01,2014-12-31,Q12b,without_children,19
Hispanic/Latin(a)(o)(x),35,all_persons,2014-12-01,2014-12-31,Q12b,with_children_and_adults,16
Hispanic/Latin(a)(o)(x),35,all_persons,2014-12-01,2014-12-31,Q12b,with_only_children,0
Hispanic/Latin(a)(o)(x),35,all_persons,2014-12-01,2014-12-31,Q12b,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2014-12-01,2014-12-31,Q12b,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2014-12-01,2014-12-31,Q12b,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2014-12-01,2014-12-31,Q12b,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2014-12-01,2014-12-31,Q12b,unknown_household_type,0
Data Not Collected,0,all_persons,2014-12-01,2014-12-31,Q12b,without_children,0
Data Not Collected,0,all_persons,2014-12-01,2014-12-31,Q12b,with_children_and_adults,0
Data Not Collected,0,all_persons,2014-12-01,2014-12-31,Q12b,with_only_children,0
Data Not Collected,0,all_persons,2014-12-01,2014-12-31,Q12b,unknown_household_type,0
