income_sources,population,start_date,end_date,question,status,count
Earned Income,adults,2014-12-01,2014-12-31,Q17,income_at_start,106
Earned Income,adults,2014-12-01,2014-12-31,Q17,income_at_latest_annual_assessment_for_stayers,2
Earned Income,adults,2014-12-01,2014-12-31,Q17,income_at_exit_for_leavers,40
Unemployment Insurance,adults,2014-12-01,2014-12-31,Q17,income_at_start,6
Unemployment Insurance,adults,2014-12-01,2014-12-31,Q17,income_at_latest_annual_assessment_for_stayers,1
Unemployment Insurance,adults,2014-12-01,2014-12-31,Q17,income_at_exit_for_leavers,1
Supplemental Security Income (SSI),adults,2014-12-01,2014-12-31,Q17,income_at_start,49
Supplemental Security Income (SSI),adults,2014-12-01,2014-12-31,Q17,income_at_latest_annual_assessment_for_stayers,3
Supplemental Security Income (SSI),adults,2014-12-01,2014-12-31,Q17,income_at_exit_for_leavers,14
Social Security Disability Insurance (SSDI),adults,2014-12-01,2014-12-31,Q17,income_at_start,58
Social Security Disability Insurance (SSDI),adults,2014-12-01,2014-12-31,Q17,income_at_latest_annual_assessment_for_stayers,2
Social Security Disability Insurance (SSDI),adults,2014-12-01,2014-12-31,Q17,income_at_exit_for_leavers,16
VA Service - Connected Disability Compensation,adults,2014-12-01,2014-12-31,Q17,income_at_start,2
VA Service - Connected Disability Compensation,adults,2014-12-01,2014-12-31,Q17,income_at_latest_annual_assessment_for_stayers,0
VA Service - Connected Disability Compensation,adults,2014-12-01,2014-12-31,Q17,income_at_exit_for_leavers,1
VA Non-Service Connected Disability Pension,adults,2014-12-01,2014-12-31,Q17,income_at_start,3
VA Non-Service Connected Disability Pension,adults,2014-12-01,2014-12-31,Q17,income_at_latest_annual_assessment_for_stayers,0
VA Non-Service Connected Disability Pension,adults,2014-12-01,2014-12-31,Q17,income_at_exit_for_leavers,2
Private Disability Insurance,adults,2014-12-01,2014-12-31,Q17,income_at_start,1
Private Disability Insurance,adults,2014-12-01,2014-12-31,Q17,income_at_latest_annual_assessment_for_stayers,0
Private Disability Insurance,adults,2014-12-01,2014-12-31,Q17,income_at_exit_for_leavers,0
Worker's Compensation,adults,2014-12-01,2014-12-31,Q17,income_at_start,0
Worker's Compensation,adults,2014-12-01,2014-12-31,Q17,income_at_latest_annual_assessment_for_stayers,0
Worker's Compensation,adults,2014-12-01,2014-12-31,Q17,income_at_exit_for_leavers,0
Temporary Assistance for Needy Families (TANF),adults,2014-12-01,2014-12-31,Q17,income_at_start,4
Temporary Assistance for Needy Families (TANF),adults,2014-12-01,2014-12-31,Q17,income_at_latest_annual_assessment_for_stayers,0
Temporary Assistance for Needy Families (TANF),adults,2014-12-01,2014-12-31,Q17,income_at_exit_for_leavers,0
General Assistance (GA),adults,2014-12-01,2014-12-31,Q17,income_at_start,0
General Assistance (GA),adults,2014-12-01,2014-12-31,Q17,income_at_latest_annual_assessment_for_stayers,0
General Assistance (GA),adults,2014-12-01,2014-12-31,Q17,income_at_exit_for_leavers,0
Retirement Income from Social Security,adults,2014-12-01,2014-12-31,Q17,income_at_start,11
Retirement Income from Social Security,adults,2014-12-01,2014-12-31,Q17,income_at_latest_annual_assessment_for_stayers,0
Retirement Income from Social Security,adults,2014-12-01,2014-12-31,Q17,income_at_exit_for_leavers,7
Pension or retirement income from a former job,adults,2014-12-01,2014-12-31,Q17,income_at_start,3
Pension or retirement income from a former job,adults,2014-12-01,2014-12-31,Q17,income_at_latest_annual_assessment_for_stayers,0
Pension or retirement income from a former job,adults,2014-12-01,2014-12-31,Q17,income_at_exit_for_leavers,3
Child Support,adults,2014-12-01,2014-12-31,Q17,income_at_start,17
Child Support,adults,2014-12-01,2014-12-31,Q17,income_at_latest_annual_assessment_for_stayers,0
Child Support,adults,2014-12-01,2014-12-31,Q17,income_at_exit_for_leavers,7
Alimony and other spousal support,adults,2014-12-01,2014-12-31,Q17,income_at_start,0
Alimony and other spousal support,adults,2014-12-01,2014-12-31,Q17,income_at_latest_annual_assessment_for_stayers,0
Alimony and other spousal support,adults,2014-12-01,2014-12-31,Q17,income_at_exit_for_leavers,0
Other Source,adults,2014-12-01,2014-12-31,Q17,income_at_start,7
Other Source,adults,2014-12-01,2014-12-31,Q17,income_at_latest_annual_assessment_for_stayers,0
Other Source,adults,2014-12-01,2014-12-31,Q17,income_at_exit_for_leavers,2
Adults with Income Information at Start and Annual Assessment/Exit,adults,2014-12-01,2014-12-31,Q17,income_at_start,0
Adults with Income Information at Start and Annual Assessment/Exit,adults,2014-12-01,2014-12-31,Q17,income_at_latest_annual_assessment_for_stayers,8
Adults with Income Information at Start and Annual Assessment/Exit,adults,2014-12-01,2014-12-31,Q17,income_at_exit_for_leavers,0
