dv_history,total,population,start_date,end_date,question,household_type,count
Yes,37,all_persons,2014-12-01,2014-12-31,Q14a,without_children,22
Yes,37,all_persons,2014-12-01,2014-12-31,Q14a,with_children_and_adults,15
Yes,37,all_persons,2014-12-01,2014-12-31,Q14a,with_only_children,0
Yes,37,all_persons,2014-12-01,2014-12-31,Q14a,unknown_household_type,0
No,369,all_persons,2014-12-01,2014-12-31,Q14a,without_children,270
No,369,all_persons,2014-12-01,2014-12-31,Q14a,with_children_and_adults,99
No,369,all_persons,2014-12-01,2014-12-31,Q14a,with_only_children,0
No,369,all_persons,2014-12-01,2014-12-31,Q14a,unknown_household_type,0
Client Doesn't Know/Client Refused,1,all_persons,2014-12-01,2014-12-31,Q14a,without_children,1
Client Doesn't Know/Client Refused,1,all_persons,2014-12-01,2014-12-31,Q14a,with_children_and_adults,0
Client Doesn't Know/Client Refused,1,all_persons,2014-12-01,2014-12-31,Q14a,with_only_children,0
Client Doesn't Know/Client Refused,1,all_persons,2014-12-01,2014-12-31,Q14a,unknown_household_type,0
Data Not Collected,12,all_persons,2014-12-01,2014-12-31,Q14a,without_children,12
Data Not Collected,12,all_persons,2014-12-01,2014-12-31,Q14a,with_children_and_adults,0
Data Not Collected,12,all_persons,2014-12-01,2014-12-31,Q14a,with_only_children,0
Data Not Collected,12,all_persons,2014-12-01,2014-12-31,Q14a,unknown_household_type,0
