conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,99,17,2,all_persons,2014-12-01,2014-12-31,Q13a1,without_children,80
Mental Health Disorder,99,17,2,all_persons,2014-12-01,2014-12-31,Q13a1,with_only_children,0
Mental Health Disorder,99,17,2,all_persons,2014-12-01,2014-12-31,Q13a1,unknown_household_type,0
Alcohol Use Disorder,10,0,0,all_persons,2014-12-01,2014-12-31,Q13a1,without_children,10
Alcohol Use Disorder,10,0,0,all_persons,2014-12-01,2014-12-31,Q13a1,with_only_children,0
Alcohol Use Disorder,10,0,0,all_persons,2014-12-01,2014-12-31,Q13a1,unknown_household_type,0
Drug Use Disorder,4,3,0,all_persons,2014-12-01,2014-12-31,Q13a1,without_children,1
Drug Use Disorder,4,3,0,all_persons,2014-12-01,2014-12-31,Q13a1,with_only_children,0
Drug Use Disorder,4,3,0,all_persons,2014-12-01,2014-12-31,Q13a1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,16,0,0,all_persons,2014-12-01,2014-12-31,Q13a1,without_children,16
Both Alcohol and Drug Use Disorders,16,0,0,all_persons,2014-12-01,2014-12-31,Q13a1,with_only_children,0
Both Alcohol and Drug Use Disorders,16,0,0,all_persons,2014-12-01,2014-12-31,Q13a1,unknown_household_type,0
Chronic Health Condition,65,11,8,all_persons,2014-12-01,2014-12-31,Q13a1,without_children,46
Chronic Health Condition,65,11,8,all_persons,2014-12-01,2014-12-31,Q13a1,with_only_children,0
Chronic Health Condition,65,11,8,all_persons,2014-12-01,2014-12-31,Q13a1,unknown_household_type,0
HIV/AIDS,71,3,0,all_persons,2014-12-01,2014-12-31,Q13a1,without_children,68
HIV/AIDS,71,3,0,all_persons,2014-12-01,2014-12-31,Q13a1,with_only_children,0
HIV/AIDS,71,3,0,all_persons,2014-12-01,2014-12-31,Q13a1,unknown_household_type,0
Development Disability,19,3,9,all_persons,2014-12-01,2014-12-31,Q13a1,without_children,7
Development Disability,19,3,9,all_persons,2014-12-01,2014-12-31,Q13a1,with_only_children,0
Development Disability,19,3,9,all_persons,2014-12-01,2014-12-31,Q13a1,unknown_household_type,0
Physical Disability,67,3,4,all_persons,2014-12-01,2014-12-31,Q13a1,without_children,60
Physical Disability,67,3,4,all_persons,2014-12-01,2014-12-31,Q13a1,with_only_children,0
Physical Disability,67,3,4,all_persons,2014-12-01,2014-12-31,Q13a1,unknown_household_type,0
