race,total,population,start_date,end_date,question,household_type,count
White,415,all_persons,2014-12-01,2014-12-31,Q12a,without_children,228
White,415,all_persons,2014-12-01,2014-12-31,Q12a,with_children_and_adults,187
White,415,all_persons,2014-12-01,2014-12-31,Q12a,with_only_children,0
White,415,all_persons,2014-12-01,2014-12-31,Q12a,unknown_household_type,0
"Black, African American, or African",112,all_persons,2014-12-01,2014-12-31,Q12a,without_children,65
"Black, African American, or African",112,all_persons,2014-12-01,2014-12-31,Q12a,with_children_and_adults,44
"Black, African American, or African",112,all_persons,2014-12-01,2014-12-31,Q12a,with_only_children,3
"Black, African American, or African",112,all_persons,2014-12-01,2014-12-31,Q12a,unknown_household_type,0
Asian or Asian American,2,all_persons,2014-12-01,2014-12-31,Q12a,without_children,1
Asian or Asian American,2,all_persons,2014-12-01,2014-12-31,Q12a,with_children_and_adults,1
Asian or Asian American,2,all_persons,2014-12-01,2014-12-31,Q12a,with_only_children,0
Asian or Asian American,2,all_persons,2014-12-01,2014-12-31,Q12a,unknown_household_type,0
"American Indian, Alaska Native, or Indigenous",1,all_persons,2014-12-01,2014-12-31,Q12a,without_children,1
"American Indian, Alaska Native, or Indigenous",1,all_persons,2014-12-01,2014-12-31,Q12a,with_children_and_adults,0
"American Indian, Alaska Native, or Indigenous",1,all_persons,2014-12-01,2014-12-31,Q12a,with_only_children,0
"American Indian, Alaska Native, or Indigenous",1,all_persons,2014-12-01,2014-12-31,Q12a,unknown_household_type,0
Native Hawaiian or Pacific Islander,0,all_persons,2014-12-01,2014-12-31,Q12a,without_children,0
Native Hawaiian or Pacific Islander,0,all_persons,2014-12-01,2014-12-31,Q12a,with_children_and_adults,0
Native Hawaiian or Pacific Islander,0,all_persons,2014-12-01,2014-12-31,Q12a,with_only_children,0
Native Hawaiian or Pacific Islander,0,all_persons,2014-12-01,2014-12-31,Q12a,unknown_household_type,0
Multiple Races,40,all_persons,2014-12-01,2014-12-31,Q12a,without_children,7
Multiple Races,40,all_persons,2014-12-01,2014-12-31,Q12a,with_children_and_adults,33
Multiple Races,40,all_persons,2014-12-01,2014-12-31,Q12a,with_only_children,0
Multiple Races,40,all_persons,2014-12-01,2014-12-31,Q12a,unknown_household_type,0
Client Doesn't Know/Client Refused,1,all_persons,2014-12-01,2014-12-31,Q12a,without_children,1
Client Doesn't Know/Client Refused,1,all_persons,2014-12-01,2014-12-31,Q12a,with_children_and_adults,0
Client Doesn't Know/Client Refused,1,all_persons,2014-12-01,2014-12-31,Q12a,with_only_children,0
Client Doesn't Know/Client Refused,1,all_persons,2014-12-01,2014-12-31,Q12a,unknown_household_type,0
Data Not Collected,2,all_persons,2014-12-01,2014-12-31,Q12a,without_children,2
Data Not Collected,2,all_persons,2014-12-01,2014-12-31,Q12a,with_children_and_adults,0
Data Not Collected,2,all_persons,2014-12-01,2014-12-31,Q12a,with_only_children,0
Data Not Collected,2,all_persons,2014-12-01,2014-12-31,Q12a,unknown_household_type,0
