veteran_status_persons,total,population,start_date,end_date,question,household_type,count
Chronically Homeless Veteran,3,all_persons,2014-12-01,2014-12-31,Q25a,without_children,3
Chronically Homeless Veteran,3,all_persons,2014-12-01,2014-12-31,Q25a,with_children_and_adults,0
Chronically Homeless Veteran,3,all_persons,2014-12-01,2014-12-31,Q25a,unknown_household_type,0
Non-Chronically Homeless Veteran,16,all_persons,2014-12-01,2014-12-31,Q25a,without_children,15
Non-Chronically Homeless Veteran,16,all_persons,2014-12-01,2014-12-31,Q25a,with_children_and_adults,1
Non-Chronically Homeless Veteran,16,all_persons,2014-12-01,2014-12-31,Q25a,unknown_household_type,0
Not a Veteran,393,all_persons,2014-12-01,2014-12-31,Q25a,without_children,280
Not a Veteran,393,all_persons,2014-12-01,2014-12-31,Q25a,with_children_and_adults,113
Not a Veteran,393,all_persons,2014-12-01,2014-12-31,Q25a,unknown_household_type,0
Client Doesn't Know/Client Refused,2,all_persons,2014-12-01,2014-12-31,Q25a,without_children,2
Client Doesn't Know/Client Refused,2,all_persons,2014-12-01,2014-12-31,Q25a,with_children_and_adults,0
Client Doesn't Know/Client Refused,2,all_persons,2014-12-01,2014-12-31,Q25a,unknown_household_type,0
Data Not Collected,5,all_persons,2014-12-01,2014-12-31,Q25a,without_children,5
Data Not Collected,5,all_persons,2014-12-01,2014-12-31,Q25a,with_children_and_adults,0
Data Not Collected,5,all_persons,2014-12-01,2014-12-31,Q25a,unknown_household_type,0
