conditions,population,start_date,end_date,question,status,count
Mental Health Disorder,chronically_homeless,2014-12-01,2014-12-31,Q26e,conditions_at_start,12
Mental Health Disorder,chronically_homeless,2014-12-01,2014-12-31,Q26e,conditions_at_latest_assessment_for_stayers,10
Mental Health Disorder,chronically_homeless,2014-12-01,2014-12-31,Q26e,conditions_at_exit_for_leavers,2
Alcohol Use Disorder,chronically_homeless,2014-12-01,2014-12-31,Q26e,conditions_at_start,3
Alcohol Use Disorder,chronically_homeless,2014-12-01,2014-12-31,Q26e,conditions_at_latest_assessment_for_stayers,1
Alcohol Use Disorder,chronically_homeless,2014-12-01,2014-12-31,Q26e,conditions_at_exit_for_leavers,2
Drug Use Disorder,chronically_homeless,2014-12-01,2014-12-31,Q26e,conditions_at_start,0
Drug Use Disorder,chronically_homeless,2014-12-01,2014-12-31,Q26e,conditions_at_latest_assessment_for_stayers,0
Drug Use Disorder,chronically_homeless,2014-12-01,2014-12-31,Q26e,conditions_at_exit_for_leavers,0
Both Alcohol and Drug Use Disorders,chronically_homeless,2014-12-01,2014-12-31,Q26e,conditions_at_start,3
Both Alcohol and Drug Use Disorders,chronically_homeless,2014-12-01,2014-12-31,Q26e,conditions_at_latest_assessment_for_stayers,3
Both Alcohol and Drug Use Disorders,chronically_homeless,2014-12-01,2014-12-31,Q26e,conditions_at_exit_for_leavers,0
Chronic Health Condition,chronically_homeless,2014-12-01,2014-12-31,Q26e,conditions_at_start,10
Chronic Health Condition,chronically_homeless,2014-12-01,2014-12-31,Q26e,conditions_at_latest_assessment_for_stayers,5
Chronic Health Condition,chronically_homeless,2014-12-01,2014-12-31,Q26e,conditions_at_exit_for_leavers,5
HIV/AIDS,chronically_homeless,2014-12-01,2014-12-31,Q26e,conditions_at_start,0
HIV/AIDS,chronically_homeless,2014-12-01,2014-12-31,Q26e,conditions_at_latest_assessment_for_stayers,0
HIV/AIDS,chronically_homeless,2014-12-01,2014-12-31,Q26e,conditions_at_exit_for_leavers,0
Development Disability,chronically_homeless,2014-12-01,2014-12-31,Q26e,conditions_at_start,1
Development Disability,chronically_homeless,2014-12-01,2014-12-31,Q26e,conditions_at_latest_assessment_for_stayers,0
Development Disability,chronically_homeless,2014-12-01,2014-12-31,Q26e,conditions_at_exit_for_leavers,1
Physical Disability,chronically_homeless,2014-12-01,2014-12-31,Q26e,conditions_at_start,12
Physical Disability,chronically_homeless,2014-12-01,2014-12-31,Q26e,conditions_at_latest_assessment_for_stayers,7
Physical Disability,chronically_homeless,2014-12-01,2014-12-31,Q26e,conditions_at_exit_for_leavers,5
