dv_fleeing,total,population,start_date,end_date,question,household_type,count
Yes,35,all_persons,2021-01-01,2021-01-31,Q14b,without_children,27
Yes,35,all_persons,2021-01-01,2021-01-31,Q14b,with_children_and_adults,8
Yes,35,all_persons,2021-01-01,2021-01-31,Q14b,with_only_children,0
Yes,35,all_persons,2021-01-01,2021-01-31,Q14b,unknown_household_type,0
No,208,all_persons,2021-01-01,2021-01-31,Q14b,without_children,168
No,208,all_persons,2021-01-01,2021-01-31,Q14b,with_children_and_adults,39
No,208,all_persons,2021-01-01,2021-01-31,Q14b,with_only_children,0
No,208,all_persons,2021-01-01,2021-01-31,Q14b,unknown_household_type,1
Client Doesn't Know/Client Refused,2,all_persons,2021-01-01,2021-01-31,Q14b,without_children,2
Client Doesn't Know/Client Refused,2,all_persons,2021-01-01,2021-01-31,Q14b,with_children_and_adults,0
Client Doesn't Know/Client Refused,2,all_persons,2021-01-01,2021-01-31,Q14b,with_only_children,0
Client Doesn't Know/Client Refused,2,all_persons,2021-01-01,2021-01-31,Q14b,unknown_household_type,0
Data Not Collected,14,all_persons,2021-01-01,2021-01-31,Q14b,without_children,13
Data Not Collected,14,all_persons,2021-01-01,2021-01-31,Q14b,with_children_and_adults,1
Data Not Collected,14,all_persons,2021-01-01,2021-01-31,Q14b,with_only_children,0
Data Not Collected,14,all_persons,2021-01-01,2021-01-31,Q14b,unknown_household_type,0
