dv_history,total,population,start_date,end_date,question,household_type,count
Yes,259,all_persons,2021-01-01,2021-01-31,Q14a,without_children,210
Yes,259,all_persons,2021-01-01,2021-01-31,Q14a,with_children_and_adults,48
Yes,259,all_persons,2021-01-01,2021-01-31,Q14a,with_only_children,0
Yes,259,all_persons,2021-01-01,2021-01-31,Q14a,unknown_household_type,1
No,704,all_persons,2021-01-01,2021-01-31,Q14a,without_children,581
No,704,all_persons,2021-01-01,2021-01-31,Q14a,with_children_and_adults,119
No,704,all_persons,2021-01-01,2021-01-31,Q14a,with_only_children,0
No,704,all_persons,2021-01-01,2021-01-31,Q14a,unknown_household_type,4
Client Doesn't Know/Client Refused,3,all_persons,2021-01-01,2021-01-31,Q14a,without_children,3
Client Doesn't Know/Client Refused,3,all_persons,2021-01-01,2021-01-31,Q14a,with_children_and_adults,0
Client Doesn't Know/Client Refused,3,all_persons,2021-01-01,2021-01-31,Q14a,with_only_children,0
Client Doesn't Know/Client Refused,3,all_persons,2021-01-01,2021-01-31,Q14a,unknown_household_type,0
Data Not Collected,17,all_persons,2021-01-01,2021-01-31,Q14a,without_children,12
Data Not Collected,17,all_persons,2021-01-01,2021-01-31,Q14a,with_children_and_adults,5
Data Not Collected,17,all_persons,2021-01-01,2021-01-31,Q14a,with_only_children,0
Data Not Collected,17,all_persons,2021-01-01,2021-01-31,Q14a,unknown_household_type,0
