conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,271,22,1,all_persons,2021-01-01,2021-01-31,Q13a1,without_children,247
Mental Health Disorder,271,22,1,all_persons,2021-01-01,2021-01-31,Q13a1,with_only_children,0
Mental Health Disorder,271,22,1,all_persons,2021-01-01,2021-01-31,Q13a1,unknown_household_type,1
Alcohol Use Disorder,59,0,0,all_persons,2021-01-01,2021-01-31,Q13a1,without_children,59
Alcohol Use Disorder,59,0,0,all_persons,2021-01-01,2021-01-31,Q13a1,with_only_children,0
Alcohol Use Disorder,59,0,0,all_persons,2021-01-01,2021-01-31,Q13a1,unknown_household_type,0
Drug Use Disorder,37,1,0,all_persons,2021-01-01,2021-01-31,Q13a1,without_children,35
Drug Use Disorder,37,1,0,all_persons,2021-01-01,2021-01-31,Q13a1,with_only_children,0
Drug Use Disorder,37,1,0,all_persons,2021-01-01,2021-01-31,Q13a1,unknown_household_type,1
Both Alcohol and Drug Use Disorders,50,0,0,all_persons,2021-01-01,2021-01-31,Q13a1,without_children,50
Both Alcohol and Drug Use Disorders,50,0,0,all_persons,2021-01-01,2021-01-31,Q13a1,with_only_children,0
Both Alcohol and Drug Use Disorders,50,0,0,all_persons,2021-01-01,2021-01-31,Q13a1,unknown_household_type,0
Chronic Health Condition,146,11,2,all_persons,2021-01-01,2021-01-31,Q13a1,without_children,133
Chronic Health Condition,146,11,2,all_persons,2021-01-01,2021-01-31,Q13a1,with_only_children,0
Chronic Health Condition,146,11,2,all_persons,2021-01-01,2021-01-31,Q13a1,unknown_household_type,0
HIV/AIDS,97,8,0,all_persons,2021-01-01,2021-01-31,Q13a1,without_children,88
HIV/AIDS,97,8,0,all_persons,2021-01-01,2021-01-31,Q13a1,with_only_children,0
HIV/AIDS,97,8,0,all_persons,2021-01-01,2021-01-31,Q13a1,unknown_household_type,1
Development Disability,62,6,11,all_persons,2021-01-01,2021-01-31,Q13a1,without_children,44
Development Disability,62,6,11,all_persons,2021-01-01,2021-01-31,Q13a1,with_only_children,0
Development Disability,62,6,11,all_persons,2021-01-01,2021-01-31,Q13a1,unknown_household_type,1
Physical Disability,156,12,1,all_persons,2021-01-01,2021-01-31,Q13a1,without_children,143
Physical Disability,156,12,1,all_persons,2021-01-01,2021-01-31,Q13a1,with_only_children,0
Physical Disability,156,12,1,all_persons,2021-01-01,2021-01-31,Q13a1,unknown_household_type,0
