age_group,total,population,start_date,end_date,question,household_type,count
18 - 24,5,veterans,2021-01-01,2021-01-31,Q25d,without_children,4
18 - 24,5,veterans,2021-01-01,2021-01-31,Q25d,with_children_and_adults,1
18 - 24,5,veterans,2021-01-01,2021-01-31,Q25d,unknown_household_type,0
25 - 34,6,veterans,2021-01-01,2021-01-31,Q25d,without_children,6
25 - 34,6,veterans,2021-01-01,2021-01-31,Q25d,with_children_and_adults,0
25 - 34,6,veterans,2021-01-01,2021-01-31,Q25d,unknown_household_type,0
35 - 44,5,veterans,2021-01-01,2021-01-31,Q25d,without_children,5
35 - 44,5,veterans,2021-01-01,2021-01-31,Q25d,with_children_and_adults,0
35 - 44,5,veterans,2021-01-01,2021-01-31,Q25d,unknown_household_type,0
45 - 54,10,veterans,2021-01-01,2021-01-31,Q25d,without_children,10
45 - 54,10,veterans,2021-01-01,2021-01-31,Q25d,with_children_and_adults,0
45 - 54,10,veterans,2021-01-01,2021-01-31,Q25d,unknown_household_type,0
55 - 61,12,veterans,2021-01-01,2021-01-31,Q25d,without_children,12
55 - 61,12,veterans,2021-01-01,2021-01-31,Q25d,with_children_and_adults,0
55 - 61,12,veterans,2021-01-01,2021-01-31,Q25d,unknown_household_type,0
62 +,17,veterans,2021-01-01,2021-01-31,Q25d,without_children,17
62 +,17,veterans,2021-01-01,2021-01-31,Q25d,with_children_and_adults,0
62 +,17,veterans,2021-01-01,2021-01-31,Q25d,unknown_household_type,0
Client Doesn't Know/Client Refused,0,veterans,2021-01-01,2021-01-31,Q25d,without_children,0
Client Doesn't Know/Client Refused,0,veterans,2021-01-01,2021-01-31,Q25d,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,veterans,2021-01-01,2021-01-31,Q25d,unknown_household_type,0
Data Not Collected,0,veterans,2021-01-01,2021-01-31,Q25d,without_children,0
Data Not Collected,0,veterans,2021-01-01,2021-01-31,Q25d,with_children_and_adults,0
Data Not Collected,0,veterans,2021-01-01,2021-01-31,Q25d,unknown_household_type,0
