non_cash_benefits,population,start_date,end_date,question,status,count
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2021-01-01,2021-01-31,Q20a,benefit_at_start,291
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2021-01-01,2021-01-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,28
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2021-01-01,2021-01-31,Q20a,benefit_at_exit_for_leavers,50
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2021-01-01,2021-01-31,Q20a,benefit_at_start,19
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2021-01-01,2021-01-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,1
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2021-01-01,2021-01-31,Q20a,benefit_at_exit_for_leavers,3
TANF Child Care Services,all_persons,2021-01-01,2021-01-31,Q20a,benefit_at_start,5
TANF Child Care Services,all_persons,2021-01-01,2021-01-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,all_persons,2021-01-01,2021-01-31,Q20a,benefit_at_exit_for_leavers,2
TANF Transportation Services,all_persons,2021-01-01,2021-01-31,Q20a,benefit_at_start,2
TANF Transportation Services,all_persons,2021-01-01,2021-01-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,all_persons,2021-01-01,2021-01-31,Q20a,benefit_at_exit_for_leavers,1
Other TANF-Funded Services,all_persons,2021-01-01,2021-01-31,Q20a,benefit_at_start,6
Other TANF-Funded Services,all_persons,2021-01-01,2021-01-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,all_persons,2021-01-01,2021-01-31,Q20a,benefit_at_exit_for_leavers,0
Other Source,all_persons,2021-01-01,2021-01-31,Q20a,benefit_at_start,10
Other Source,all_persons,2021-01-01,2021-01-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,9
Other Source,all_persons,2021-01-01,2021-01-31,Q20a,benefit_at_exit_for_leavers,1
