pit_month,total,population,start_date,end_date,question,household_type,count
January,620,all_households,2021-01-01,2021-01-31,Q8b,without_children,534
January,620,all_households,2021-01-01,2021-01-31,Q8b,with_children_and_adults,83
January,620,all_households,2021-01-01,2021-01-31,Q8b,with_only_children,0
January,620,all_households,2021-01-01,2021-01-31,Q8b,unknown_household_type,3
April,0,all_households,2021-01-01,2021-01-31,Q8b,without_children,0
April,0,all_households,2021-01-01,2021-01-31,Q8b,with_children_and_adults,0
April,0,all_households,2021-01-01,2021-01-31,Q8b,with_only_children,0
April,0,all_households,2021-01-01,2021-01-31,Q8b,unknown_household_type,0
July,0,all_households,2021-01-01,2021-01-31,Q8b,without_children,0
July,0,all_households,2021-01-01,2021-01-31,Q8b,with_children_and_adults,0
July,0,all_households,2021-01-01,2021-01-31,Q8b,with_only_children,0
July,0,all_households,2021-01-01,2021-01-31,Q8b,unknown_household_type,0
October,0,all_households,2021-01-01,2021-01-31,Q8b,without_children,0
October,0,all_households,2021-01-01,2021-01-31,Q8b,with_children_and_adults,0
October,0,all_households,2021-01-01,2021-01-31,Q8b,with_only_children,0
October,0,all_households,2021-01-01,2021-01-31,Q8b,unknown_household_type,0
