count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,592,114,198,start,2021-01-01,2021-01-31,Q13a2,without_children,257
None,592,114,198,start,2021-01-01,2021-01-31,Q13a2,with_only_children,14
None,592,114,198,start,2021-01-01,2021-01-31,Q13a2,unknown_household_type,9
1 Condition,280,31,13,start,2021-01-01,2021-01-31,Q13a2,without_children,234
1 Condition,280,31,13,start,2021-01-01,2021-01-31,Q13a2,with_only_children,0
1 Condition,280,31,13,start,2021-01-01,2021-01-31,Q13a2,unknown_household_type,2
2 Conditions,136,8,1,start,2021-01-01,2021-01-31,Q13a2,without_children,126
2 Conditions,136,8,1,start,2021-01-01,2021-01-31,Q13a2,with_only_children,0
2 Conditions,136,8,1,start,2021-01-01,2021-01-31,Q13a2,unknown_household_type,1
3+ Conditions,111,4,0,start,2021-01-01,2021-01-31,Q13a2,without_children,107
3+ Conditions,111,4,0,start,2021-01-01,2021-01-31,Q13a2,with_only_children,0
3+ Conditions,111,4,0,start,2021-01-01,2021-01-31,Q13a2,unknown_household_type,0
Condition Unknown,72,5,0,start,2021-01-01,2021-01-31,Q13a2,without_children,67
Condition Unknown,72,5,0,start,2021-01-01,2021-01-31,Q13a2,with_only_children,0
Condition Unknown,72,5,0,start,2021-01-01,2021-01-31,Q13a2,unknown_household_type,0
Client Doesn't Know/Client Refused,1,0,0,start,2021-01-01,2021-01-31,Q13a2,without_children,1
Client Doesn't Know/Client Refused,1,0,0,start,2021-01-01,2021-01-31,Q13a2,with_only_children,0
Client Doesn't Know/Client Refused,1,0,0,start,2021-01-01,2021-01-31,Q13a2,unknown_household_type,0
Data Not Collected,57,9,28,start,2021-01-01,2021-01-31,Q13a2,without_children,14
Data Not Collected,57,9,28,start,2021-01-01,2021-01-31,Q13a2,with_only_children,3
Data Not Collected,57,9,28,start,2021-01-01,2021-01-31,Q13a2,unknown_household_type,3
