veteran_status_households,total,population,start_date,end_date,question,household_type,count
Chronically Homeless Veteran,16,all_households,2021-01-01,2021-01-31,Q25b,without_children,16
Chronically Homeless Veteran,16,all_households,2021-01-01,2021-01-31,Q25b,with_children_and_adults,0
Chronically Homeless Veteran,16,all_households,2021-01-01,2021-01-31,Q25b,unknown_household_type,0
Non-Chronically Homeless Veteran,37,all_households,2021-01-01,2021-01-31,Q25b,without_children,36
Non-Chronically Homeless Veteran,37,all_households,2021-01-01,2021-01-31,Q25b,with_children_and_adults,1
Non-Chronically Homeless Veteran,37,all_households,2021-01-01,2021-01-31,Q25b,unknown_household_type,0
Not a Veteran,750,all_households,2021-01-01,2021-01-31,Q25b,without_children,648
Not a Veteran,750,all_households,2021-01-01,2021-01-31,Q25b,with_children_and_adults,99
Not a Veteran,750,all_households,2021-01-01,2021-01-31,Q25b,unknown_household_type,3
Client Doesn't Know/Client Refused,2,all_households,2021-01-01,2021-01-31,Q25b,without_children,2
Client Doesn't Know/Client Refused,2,all_households,2021-01-01,2021-01-31,Q25b,with_children_and_adults,0
Client Doesn't Know/Client Refused,2,all_households,2021-01-01,2021-01-31,Q25b,unknown_household_type,0
Data Not Collected,8,all_households,2021-01-01,2021-01-31,Q25b,without_children,8
Data Not Collected,8,all_households,2021-01-01,2021-01-31,Q25b,with_children_and_adults,0
Data Not Collected,8,all_households,2021-01-01,2021-01-31,Q25b,unknown_household_type,0
