dv_fleeing,total,population,start_date,end_date,question,household_type,count
Yes,12,all_persons,2018-08-01,2018-08-31,Q14b,without_children,5
Yes,12,all_persons,2018-08-01,2018-08-31,Q14b,with_children_and_adults,7
Yes,12,all_persons,2018-08-01,2018-08-31,Q14b,with_only_children,0
Yes,12,all_persons,2018-08-01,2018-08-31,Q14b,unknown_household_type,0
No,35,all_persons,2018-08-01,2018-08-31,Q14b,without_children,19
No,35,all_persons,2018-08-01,2018-08-31,Q14b,with_children_and_adults,16
No,35,all_persons,2018-08-01,2018-08-31,Q14b,with_only_children,0
No,35,all_persons,2018-08-01,2018-08-31,Q14b,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2018-08-01,2018-08-31,Q14b,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2018-08-01,2018-08-31,Q14b,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2018-08-01,2018-08-31,Q14b,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2018-08-01,2018-08-31,Q14b,unknown_household_type,0
Data Not Collected,2,all_persons,2018-08-01,2018-08-31,Q14b,without_children,2
Data Not Collected,2,all_persons,2018-08-01,2018-08-31,Q14b,with_children_and_adults,0
Data Not Collected,2,all_persons,2018-08-01,2018-08-31,Q14b,with_only_children,0
Data Not Collected,2,all_persons,2018-08-01,2018-08-31,Q14b,unknown_household_type,0
