non_cash_benefits,population,start_date,end_date,question,status,count
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),chronically_homeless,2018-08-01,2018-08-31,Q26h,benefit_at_start,35
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),chronically_homeless,2018-08-01,2018-08-31,Q26h,benefit_at_latest_annual_assessment_for_stayers,17
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),chronically_homeless,2018-08-01,2018-08-31,Q26h,benefit_at_exit_for_leavers,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",chronically_homeless,2018-08-01,2018-08-31,Q26h,benefit_at_start,1
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",chronically_homeless,2018-08-01,2018-08-31,Q26h,benefit_at_latest_annual_assessment_for_stayers,0
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",chronically_homeless,2018-08-01,2018-08-31,Q26h,benefit_at_exit_for_leavers,0
TANF Child Care Services,chronically_homeless,2018-08-01,2018-08-31,Q26h,benefit_at_start,0
TANF Child Care Services,chronically_homeless,2018-08-01,2018-08-31,Q26h,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,chronically_homeless,2018-08-01,2018-08-31,Q26h,benefit_at_exit_for_leavers,0
TANF Transportation Services,chronically_homeless,2018-08-01,2018-08-31,Q26h,benefit_at_start,0
TANF Transportation Services,chronically_homeless,2018-08-01,2018-08-31,Q26h,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,chronically_homeless,2018-08-01,2018-08-31,Q26h,benefit_at_exit_for_leavers,0
Other TANF-Funded Services,chronically_homeless,2018-08-01,2018-08-31,Q26h,benefit_at_start,0
Other TANF-Funded Services,chronically_homeless,2018-08-01,2018-08-31,Q26h,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,chronically_homeless,2018-08-01,2018-08-31,Q26h,benefit_at_exit_for_leavers,0
Other Source,chronically_homeless,2018-08-01,2018-08-31,Q26h,benefit_at_start,3
Other Source,chronically_homeless,2018-08-01,2018-08-31,Q26h,benefit_at_latest_annual_assessment_for_stayers,4
Other Source,chronically_homeless,2018-08-01,2018-08-31,Q26h,benefit_at_exit_for_leavers,0
