veteran_status_persons,total,population,start_date,end_date,question,household_type,count
Chronically Homeless Veteran,15,all_persons,2018-08-01,2018-08-31,Q25a,without_children,15
Chronically Homeless Veteran,15,all_persons,2018-08-01,2018-08-31,Q25a,with_children_and_adults,0
Chronically Homeless Veteran,15,all_persons,2018-08-01,2018-08-31,Q25a,unknown_household_type,0
Non-Chronically Homeless Veteran,7,all_persons,2018-08-01,2018-08-31,Q25a,without_children,7
Non-Chronically Homeless Veteran,7,all_persons,2018-08-01,2018-08-31,Q25a,with_children_and_adults,0
Non-Chronically Homeless Veteran,7,all_persons,2018-08-01,2018-08-31,Q25a,unknown_household_type,0
Not a Veteran,334,all_persons,2018-08-01,2018-08-31,Q25a,without_children,219
Not a Veteran,334,all_persons,2018-08-01,2018-08-31,Q25a,with_children_and_adults,115
Not a Veteran,334,all_persons,2018-08-01,2018-08-31,Q25a,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2018-08-01,2018-08-31,Q25a,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2018-08-01,2018-08-31,Q25a,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2018-08-01,2018-08-31,Q25a,unknown_household_type,0
Data Not Collected,4,all_persons,2018-08-01,2018-08-31,Q25a,without_children,4
Data Not Collected,4,all_persons,2018-08-01,2018-08-31,Q25a,with_children_and_adults,0
Data Not Collected,4,all_persons,2018-08-01,2018-08-31,Q25a,unknown_household_type,0
