conditions,population,start_date,end_date,question,status,count
Mental Health Disorder,chronically_homeless,2018-08-01,2018-08-31,Q26e,conditions_at_start,44
Mental Health Disorder,chronically_homeless,2018-08-01,2018-08-31,Q26e,conditions_at_latest_assessment_for_stayers,44
Mental Health Disorder,chronically_homeless,2018-08-01,2018-08-31,Q26e,conditions_at_exit_for_leavers,0
Alcohol Use Disorder,chronically_homeless,2018-08-01,2018-08-31,Q26e,conditions_at_start,10
Alcohol Use Disorder,chronically_homeless,2018-08-01,2018-08-31,Q26e,conditions_at_latest_assessment_for_stayers,10
Alcohol Use Disorder,chronically_homeless,2018-08-01,2018-08-31,Q26e,conditions_at_exit_for_leavers,0
Drug Use Disorder,chronically_homeless,2018-08-01,2018-08-31,Q26e,conditions_at_start,8
Drug Use Disorder,chronically_homeless,2018-08-01,2018-08-31,Q26e,conditions_at_latest_assessment_for_stayers,8
Drug Use Disorder,chronically_homeless,2018-08-01,2018-08-31,Q26e,conditions_at_exit_for_leavers,0
Both Alcohol and Drug Use Disorders,chronically_homeless,2018-08-01,2018-08-31,Q26e,conditions_at_start,8
Both Alcohol and Drug Use Disorders,chronically_homeless,2018-08-01,2018-08-31,Q26e,conditions_at_latest_assessment_for_stayers,8
Both Alcohol and Drug Use Disorders,chronically_homeless,2018-08-01,2018-08-31,Q26e,conditions_at_exit_for_leavers,0
Chronic Health Condition,chronically_homeless,2018-08-01,2018-08-31,Q26e,conditions_at_start,24
Chronic Health Condition,chronically_homeless,2018-08-01,2018-08-31,Q26e,conditions_at_latest_assessment_for_stayers,24
Chronic Health Condition,chronically_homeless,2018-08-01,2018-08-31,Q26e,conditions_at_exit_for_leavers,0
HIV/AIDS,chronically_homeless,2018-08-01,2018-08-31,Q26e,conditions_at_start,0
HIV/AIDS,chronically_homeless,2018-08-01,2018-08-31,Q26e,conditions_at_latest_assessment_for_stayers,0
HIV/AIDS,chronically_homeless,2018-08-01,2018-08-31,Q26e,conditions_at_exit_for_leavers,0
Development Disability,chronically_homeless,2018-08-01,2018-08-31,Q26e,conditions_at_start,10
Development Disability,chronically_homeless,2018-08-01,2018-08-31,Q26e,conditions_at_latest_assessment_for_stayers,10
Development Disability,chronically_homeless,2018-08-01,2018-08-31,Q26e,conditions_at_exit_for_leavers,0
Physical Disability,chronically_homeless,2018-08-01,2018-08-31,Q26e,conditions_at_start,20
Physical Disability,chronically_homeless,2018-08-01,2018-08-31,Q26e,conditions_at_latest_assessment_for_stayers,20
Physical Disability,chronically_homeless,2018-08-01,2018-08-31,Q26e,conditions_at_exit_for_leavers,0
