gender_identity,total,population,start_date,end_date,question,household_type,count
Male,192,adults,2018-08-01,2018-08-31,Q10a,without_children,157
Male,192,adults,2018-08-01,2018-08-31,Q10a,with_children_and_adults,35
Male,192,adults,2018-08-01,2018-08-31,Q10a,unknown_household_type,0
Female,167,adults,2018-08-01,2018-08-31,Q10a,without_children,87
Female,167,adults,2018-08-01,2018-08-31,Q10a,with_children_and_adults,80
Female,167,adults,2018-08-01,2018-08-31,Q10a,unknown_household_type,0
No Single Gender,0,adults,2018-08-01,2018-08-31,Q10a,without_children,0
No Single Gender,0,adults,2018-08-01,2018-08-31,Q10a,with_children_and_adults,0
No Single Gender,0,adults,2018-08-01,2018-08-31,Q10a,unknown_household_type,0
Questioning,0,adults,2018-08-01,2018-08-31,Q10a,without_children,0
Questioning,0,adults,2018-08-01,2018-08-31,Q10a,with_children_and_adults,0
Questioning,0,adults,2018-08-01,2018-08-31,Q10a,unknown_household_type,0
Transgender,1,adults,2018-08-01,2018-08-31,Q10a,without_children,1
Transgender,1,adults,2018-08-01,2018-08-31,Q10a,with_children_and_adults,0
Transgender,1,adults,2018-08-01,2018-08-31,Q10a,unknown_household_type,0
Client Doesn't Know/Client Refused,0,adults,2018-08-01,2018-08-31,Q10a,without_children,0
Client Doesn't Know/Client Refused,0,adults,2018-08-01,2018-08-31,Q10a,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,adults,2018-08-01,2018-08-31,Q10a,unknown_household_type,0
Data Not Collected,0,adults,2018-08-01,2018-08-31,Q10a,without_children,0
Data Not Collected,0,adults,2018-08-01,2018-08-31,Q10a,with_children_and_adults,0
Data Not Collected,0,adults,2018-08-01,2018-08-31,Q10a,unknown_household_type,0
