count_non_cash_benefits,population,start_date,end_date,question,status,count
No Sources,all_persons,2018-08-01,2018-08-31,Q20b,benefit_at_entry,195
No Sources,all_persons,2018-08-01,2018-08-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,16
No Sources,all_persons,2018-08-01,2018-08-31,Q20b,benefit_at_exit_for_leavers,28
1 + Source(s),all_persons,2018-08-01,2018-08-31,Q20b,benefit_at_entry,144
1 + Source(s),all_persons,2018-08-01,2018-08-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,28
1 + Source(s),all_persons,2018-08-01,2018-08-31,Q20b,benefit_at_exit_for_leavers,28
Client Doesn't Know/Client Refused,all_persons,2018-08-01,2018-08-31,Q20b,benefit_at_entry,0
Client Doesn't Know/Client Refused,all_persons,2018-08-01,2018-08-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,all_persons,2018-08-01,2018-08-31,Q20b,benefit_at_exit_for_leavers,0
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2018-08-01,2018-08-31,Q20b,benefit_at_entry,21
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2018-08-01,2018-08-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,259
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2018-08-01,2018-08-31,Q20b,benefit_at_exit_for_leavers,1
