length,total,population,start_date,end_date,question,status,count
30 days or less,162,all_persons,2018-03-01,2018-03-31,Q22a1,leavers,70
30 days or less,162,all_persons,2018-03-01,2018-03-31,Q22a1,stayers,92
31 to 60 days,104,all_persons,2018-03-01,2018-03-31,Q22a1,leavers,31
31 to 60 days,104,all_persons,2018-03-01,2018-03-31,Q22a1,stayers,73
61 to 90 days,43,all_persons,2018-03-01,2018-03-31,Q22a1,leavers,10
61 to 90 days,43,all_persons,2018-03-01,2018-03-31,Q22a1,stayers,33
91 to 180 days,98,all_persons,2018-03-01,2018-03-31,Q22a1,leavers,23
91 to 180 days,98,all_persons,2018-03-01,2018-03-31,Q22a1,stayers,75
181 to 365 days,45,all_persons,2018-03-01,2018-03-31,Q22a1,leavers,5
181 to 365 days,45,all_persons,2018-03-01,2018-03-31,Q22a1,stayers,40
366 to 730 Days (1-2 Yrs),46,all_persons,2018-03-01,2018-03-31,Q22a1,leavers,1
366 to 730 Days (1-2 Yrs),46,all_persons,2018-03-01,2018-03-31,Q22a1,stayers,45
"731 to 1,095 Days (2-3 Yrs)",30,all_persons,2018-03-01,2018-03-31,Q22a1,leavers,0
"731 to 1,095 Days (2-3 Yrs)",30,all_persons,2018-03-01,2018-03-31,Q22a1,stayers,30
"1,096 to 1,460 Days (3-4 Yrs)",5,all_persons,2018-03-01,2018-03-31,Q22a1,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",5,all_persons,2018-03-01,2018-03-31,Q22a1,stayers,5
"1,461 to 1,825 Days (5-5 Yrs)",5,all_persons,2018-03-01,2018-03-31,Q22a1,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",5,all_persons,2018-03-01,2018-03-31,Q22a1,stayers,5
"More than 1,825 Days (>5 Yrs)",45,all_persons,2018-03-01,2018-03-31,Q22a1,leavers,3
"More than 1,825 Days (>5 Yrs)",45,all_persons,2018-03-01,2018-03-31,Q22a1,stayers,42
Data Not Collected,0,all_persons,2018-03-01,2018-03-31,Q22a1,leavers,0
Data Not Collected,0,all_persons,2018-03-01,2018-03-31,Q22a1,stayers,0
