ch_status_households,total,population,start_date,end_date,question,household_type,count
Chronically Homeless ,69,all_households,2018-03-01,2018-03-31,Q26a,without_children,65
Chronically Homeless ,69,all_households,2018-03-01,2018-03-31,Q26a,with_children_and_adults,3
Chronically Homeless ,69,all_households,2018-03-01,2018-03-31,Q26a,with_only_children,1
Chronically Homeless ,69,all_households,2018-03-01,2018-03-31,Q26a,unknown_household_type,0
Not Chronically Homeless,291,all_households,2018-03-01,2018-03-31,Q26a,without_children,233
Not Chronically Homeless,291,all_households,2018-03-01,2018-03-31,Q26a,with_children_and_adults,57
Not Chronically Homeless,291,all_households,2018-03-01,2018-03-31,Q26a,with_only_children,1
Not Chronically Homeless,291,all_households,2018-03-01,2018-03-31,Q26a,unknown_household_type,0
Client Doesn't Know/Client Refused,3,all_households,2018-03-01,2018-03-31,Q26a,without_children,3
Client Doesn't Know/Client Refused,3,all_households,2018-03-01,2018-03-31,Q26a,with_children_and_adults,0
Client Doesn't Know/Client Refused,3,all_households,2018-03-01,2018-03-31,Q26a,with_only_children,0
Client Doesn't Know/Client Refused,3,all_households,2018-03-01,2018-03-31,Q26a,unknown_household_type,0
Data Not Collected,9,all_households,2018-03-01,2018-03-31,Q26a,without_children,9
Data Not Collected,9,all_households,2018-03-01,2018-03-31,Q26a,with_children_and_adults,0
Data Not Collected,9,all_households,2018-03-01,2018-03-31,Q26a,with_only_children,0
Data Not Collected,9,all_households,2018-03-01,2018-03-31,Q26a,unknown_household_type,0
