conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,19,2,3,all_persons,2018-03-01,2018-03-31,Q13b1,without_children,13
Mental Health Disorder,19,2,3,all_persons,2018-03-01,2018-03-31,Q13b1,with_only_children,1
Mental Health Disorder,19,2,3,all_persons,2018-03-01,2018-03-31,Q13b1,unknown_household_type,0
Alcohol Use Disorder,3,0,0,all_persons,2018-03-01,2018-03-31,Q13b1,without_children,3
Alcohol Use Disorder,3,0,0,all_persons,2018-03-01,2018-03-31,Q13b1,with_only_children,0
Alcohol Use Disorder,3,0,0,all_persons,2018-03-01,2018-03-31,Q13b1,unknown_household_type,0
Drug Use Disorder,1,0,0,all_persons,2018-03-01,2018-03-31,Q13b1,without_children,1
Drug Use Disorder,1,0,0,all_persons,2018-03-01,2018-03-31,Q13b1,with_only_children,0
Drug Use Disorder,1,0,0,all_persons,2018-03-01,2018-03-31,Q13b1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,2,0,0,all_persons,2018-03-01,2018-03-31,Q13b1,without_children,1
Both Alcohol and Drug Use Disorders,2,0,0,all_persons,2018-03-01,2018-03-31,Q13b1,with_only_children,1
Both Alcohol and Drug Use Disorders,2,0,0,all_persons,2018-03-01,2018-03-31,Q13b1,unknown_household_type,0
Chronic Health Condition,13,3,0,all_persons,2018-03-01,2018-03-31,Q13b1,without_children,10
Chronic Health Condition,13,3,0,all_persons,2018-03-01,2018-03-31,Q13b1,with_only_children,0
Chronic Health Condition,13,3,0,all_persons,2018-03-01,2018-03-31,Q13b1,unknown_household_type,0
HIV/AIDS,1,0,0,all_persons,2018-03-01,2018-03-31,Q13b1,without_children,1
HIV/AIDS,1,0,0,all_persons,2018-03-01,2018-03-31,Q13b1,with_only_children,0
HIV/AIDS,1,0,0,all_persons,2018-03-01,2018-03-31,Q13b1,unknown_household_type,0
Development Disability,7,0,2,all_persons,2018-03-01,2018-03-31,Q13b1,without_children,5
Development Disability,7,0,2,all_persons,2018-03-01,2018-03-31,Q13b1,with_only_children,0
Development Disability,7,0,2,all_persons,2018-03-01,2018-03-31,Q13b1,unknown_household_type,0
Physical Disability,21,4,0,all_persons,2018-03-01,2018-03-31,Q13b1,without_children,17
Physical Disability,21,4,0,all_persons,2018-03-01,2018-03-31,Q13b1,with_only_children,0
Physical Disability,21,4,0,all_persons,2018-03-01,2018-03-31,Q13b1,unknown_household_type,0
