count_non_cash_benefits,population,start_date,end_date,question,status,count
No Sources,all_persons,2018-03-01,2018-03-31,Q20b,benefit_at_entry,271
No Sources,all_persons,2018-03-01,2018-03-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,17
No Sources,all_persons,2018-03-01,2018-03-31,Q20b,benefit_at_exit_for_leavers,61
1 + Source(s),all_persons,2018-03-01,2018-03-31,Q20b,benefit_at_entry,139
1 + Source(s),all_persons,2018-03-01,2018-03-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,24
1 + Source(s),all_persons,2018-03-01,2018-03-31,Q20b,benefit_at_exit_for_leavers,43
Client Doesn't Know/Client Refused,all_persons,2018-03-01,2018-03-31,Q20b,benefit_at_entry,0
Client Doesn't Know/Client Refused,all_persons,2018-03-01,2018-03-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,all_persons,2018-03-01,2018-03-31,Q20b,benefit_at_exit_for_leavers,0
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2018-03-01,2018-03-31,Q20b,benefit_at_entry,26
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2018-03-01,2018-03-31,Q20b,benefit_at_latest_annual_assessment_for_stayers,287
Data Not Collected/Not stayed long enough for Annual Assessment,all_persons,2018-03-01,2018-03-31,Q20b,benefit_at_exit_for_leavers,4
