conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,132,15,4,start,2018-03-01,2018-03-31,Q13a1,without_children,111
Mental Health Disorder,132,15,4,start,2018-03-01,2018-03-31,Q13a1,with_only_children,2
Mental Health Disorder,132,15,4,start,2018-03-01,2018-03-31,Q13a1,unknown_household_type,0
Alcohol Use Disorder,21,0,0,start,2018-03-01,2018-03-31,Q13a1,without_children,21
Alcohol Use Disorder,21,0,0,start,2018-03-01,2018-03-31,Q13a1,with_only_children,0
Alcohol Use Disorder,21,0,0,start,2018-03-01,2018-03-31,Q13a1,unknown_household_type,0
Drug Use Disorder,13,3,0,start,2018-03-01,2018-03-31,Q13a1,without_children,10
Drug Use Disorder,13,3,0,start,2018-03-01,2018-03-31,Q13a1,with_only_children,0
Drug Use Disorder,13,3,0,start,2018-03-01,2018-03-31,Q13a1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,20,1,0,start,2018-03-01,2018-03-31,Q13a1,without_children,18
Both Alcohol and Drug Use Disorders,20,1,0,start,2018-03-01,2018-03-31,Q13a1,with_only_children,1
Both Alcohol and Drug Use Disorders,20,1,0,start,2018-03-01,2018-03-31,Q13a1,unknown_household_type,0
Chronic Health Condition,65,13,4,start,2018-03-01,2018-03-31,Q13a1,without_children,48
Chronic Health Condition,65,13,4,start,2018-03-01,2018-03-31,Q13a1,with_only_children,0
Chronic Health Condition,65,13,4,start,2018-03-01,2018-03-31,Q13a1,unknown_household_type,0
HIV/AIDS,78,0,0,start,2018-03-01,2018-03-31,Q13a1,without_children,77
HIV/AIDS,78,0,0,start,2018-03-01,2018-03-31,Q13a1,with_only_children,1
HIV/AIDS,78,0,0,start,2018-03-01,2018-03-31,Q13a1,unknown_household_type,0
Development Disability,26,5,7,start,2018-03-01,2018-03-31,Q13a1,without_children,14
Development Disability,26,5,7,start,2018-03-01,2018-03-31,Q13a1,with_only_children,0
Development Disability,26,5,7,start,2018-03-01,2018-03-31,Q13a1,unknown_household_type,0
Physical Disability,94,9,0,start,2018-03-01,2018-03-31,Q13a1,without_children,85
Physical Disability,94,9,0,start,2018-03-01,2018-03-31,Q13a1,with_only_children,0
Physical Disability,94,9,0,start,2018-03-01,2018-03-31,Q13a1,unknown_household_type,0
