veteran_status_persons,total,population,start_date,end_date,question,household_type,count
Chronically Homeless Veteran,20,all_persons,2018-03-01,2018-03-31,Q25a,without_children,20
Chronically Homeless Veteran,20,all_persons,2018-03-01,2018-03-31,Q25a,with_children_and_adults,0
Chronically Homeless Veteran,20,all_persons,2018-03-01,2018-03-31,Q25a,unknown_household_type,0
Non-Chronically Homeless Veteran,13,all_persons,2018-03-01,2018-03-31,Q25a,without_children,13
Non-Chronically Homeless Veteran,13,all_persons,2018-03-01,2018-03-31,Q25a,with_children_and_adults,0
Non-Chronically Homeless Veteran,13,all_persons,2018-03-01,2018-03-31,Q25a,unknown_household_type,0
Not a Veteran,394,all_persons,2018-03-01,2018-03-31,Q25a,without_children,300
Not a Veteran,394,all_persons,2018-03-01,2018-03-31,Q25a,with_children_and_adults,93
Not a Veteran,394,all_persons,2018-03-01,2018-03-31,Q25a,unknown_household_type,1
Client Doesn't Know/Client Refused,2,all_persons,2018-03-01,2018-03-31,Q25a,without_children,2
Client Doesn't Know/Client Refused,2,all_persons,2018-03-01,2018-03-31,Q25a,with_children_and_adults,0
Client Doesn't Know/Client Refused,2,all_persons,2018-03-01,2018-03-31,Q25a,unknown_household_type,0
Data Not Collected,7,all_persons,2018-03-01,2018-03-31,Q25a,without_children,6
Data Not Collected,7,all_persons,2018-03-01,2018-03-31,Q25a,with_children_and_adults,1
Data Not Collected,7,all_persons,2018-03-01,2018-03-31,Q25a,unknown_household_type,0
