dv_history,total,population,start_date,end_date,question,household_type,count
Yes,58,all_persons,2018-03-01,2018-03-31,Q14a,without_children,37
Yes,58,all_persons,2018-03-01,2018-03-31,Q14a,with_children_and_adults,21
Yes,58,all_persons,2018-03-01,2018-03-31,Q14a,with_only_children,0
Yes,58,all_persons,2018-03-01,2018-03-31,Q14a,unknown_household_type,0
No,358,all_persons,2018-03-01,2018-03-31,Q14a,without_children,285
No,358,all_persons,2018-03-01,2018-03-31,Q14a,with_children_and_adults,71
No,358,all_persons,2018-03-01,2018-03-31,Q14a,with_only_children,2
No,358,all_persons,2018-03-01,2018-03-31,Q14a,unknown_household_type,0
Client Doesn't Know/Client Refused,4,all_persons,2018-03-01,2018-03-31,Q14a,without_children,4
Client Doesn't Know/Client Refused,4,all_persons,2018-03-01,2018-03-31,Q14a,with_children_and_adults,0
Client Doesn't Know/Client Refused,4,all_persons,2018-03-01,2018-03-31,Q14a,with_only_children,0
Client Doesn't Know/Client Refused,4,all_persons,2018-03-01,2018-03-31,Q14a,unknown_household_type,0
Data Not Collected,18,all_persons,2018-03-01,2018-03-31,Q14a,without_children,15
Data Not Collected,18,all_persons,2018-03-01,2018-03-31,Q14a,with_children_and_adults,2
Data Not Collected,18,all_persons,2018-03-01,2018-03-31,Q14a,with_only_children,0
Data Not Collected,18,all_persons,2018-03-01,2018-03-31,Q14a,unknown_household_type,1
