veteran_status_households,total,population,start_date,end_date,question,household_type,count
Chronically Homeless Veteran,20,all_households,2018-03-01,2018-03-31,Q25b,without_children,20
Chronically Homeless Veteran,20,all_households,2018-03-01,2018-03-31,Q25b,with_children_and_adults,0
Chronically Homeless Veteran,20,all_households,2018-03-01,2018-03-31,Q25b,unknown_household_type,0
Non-Chronically Homeless Veteran,12,all_households,2018-03-01,2018-03-31,Q25b,without_children,12
Non-Chronically Homeless Veteran,12,all_households,2018-03-01,2018-03-31,Q25b,with_children_and_adults,0
Non-Chronically Homeless Veteran,12,all_households,2018-03-01,2018-03-31,Q25b,unknown_household_type,0
Not a Veteran,330,all_households,2018-03-01,2018-03-31,Q25b,without_children,271
Not a Veteran,330,all_households,2018-03-01,2018-03-31,Q25b,with_children_and_adults,59
Not a Veteran,330,all_households,2018-03-01,2018-03-31,Q25b,unknown_household_type,0
Client Doesn't Know/Client Refused,2,all_households,2018-03-01,2018-03-31,Q25b,without_children,2
Client Doesn't Know/Client Refused,2,all_households,2018-03-01,2018-03-31,Q25b,with_children_and_adults,0
Client Doesn't Know/Client Refused,2,all_households,2018-03-01,2018-03-31,Q25b,unknown_household_type,0
Data Not Collected,6,all_households,2018-03-01,2018-03-31,Q25b,without_children,5
Data Not Collected,6,all_households,2018-03-01,2018-03-31,Q25b,with_children_and_adults,1
Data Not Collected,6,all_households,2018-03-01,2018-03-31,Q25b,unknown_household_type,0
