dv_fleeing,total,population,start_date,end_date,question,household_type,count
Yes,28,all_persons,2020-04-01,2020-04-30,Q14b,without_children,20
Yes,28,all_persons,2020-04-01,2020-04-30,Q14b,with_children_and_adults,8
Yes,28,all_persons,2020-04-01,2020-04-30,Q14b,with_only_children,0
Yes,28,all_persons,2020-04-01,2020-04-30,Q14b,unknown_household_type,0
No,150,all_persons,2020-04-01,2020-04-30,Q14b,without_children,116
No,150,all_persons,2020-04-01,2020-04-30,Q14b,with_children_and_adults,34
No,150,all_persons,2020-04-01,2020-04-30,Q14b,with_only_children,0
No,150,all_persons,2020-04-01,2020-04-30,Q14b,unknown_household_type,0
Client Doesn't Know/Client Refused,1,all_persons,2020-04-01,2020-04-30,Q14b,without_children,1
Client Doesn't Know/Client Refused,1,all_persons,2020-04-01,2020-04-30,Q14b,with_children_and_adults,0
Client Doesn't Know/Client Refused,1,all_persons,2020-04-01,2020-04-30,Q14b,with_only_children,0
Client Doesn't Know/Client Refused,1,all_persons,2020-04-01,2020-04-30,Q14b,unknown_household_type,0
Data Not Collected,10,all_persons,2020-04-01,2020-04-30,Q14b,without_children,10
Data Not Collected,10,all_persons,2020-04-01,2020-04-30,Q14b,with_children_and_adults,0
Data Not Collected,10,all_persons,2020-04-01,2020-04-30,Q14b,with_only_children,0
Data Not Collected,10,all_persons,2020-04-01,2020-04-30,Q14b,unknown_household_type,0
