number_of_adults_by_income_category,population,start_date,end_date,question,status,count
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2020-04-01,2020-04-30,Q18,number_of_adults_at_start,160
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2020-04-01,2020-04-30,Q18,number_of_adults_at_annual_assessment_stayers,8
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2020-04-01,2020-04-30,Q18,number_of_adults_at_exit_leavers,27
Adults with Only Other Income,all_persons,2020-04-01,2020-04-30,Q18,number_of_adults_at_start,187
Adults with Only Other Income,all_persons,2020-04-01,2020-04-30,Q18,number_of_adults_at_annual_assessment_stayers,35
Adults with Only Other Income,all_persons,2020-04-01,2020-04-30,Q18,number_of_adults_at_exit_leavers,31
Adults with Both Earned and Other Income,all_persons,2020-04-01,2020-04-30,Q18,number_of_adults_at_start,32
Adults with Both Earned and Other Income,all_persons,2020-04-01,2020-04-30,Q18,number_of_adults_at_annual_assessment_stayers,1
Adults with Both Earned and Other Income,all_persons,2020-04-01,2020-04-30,Q18,number_of_adults_at_exit_leavers,6
Adults with No Income,all_persons,2020-04-01,2020-04-30,Q18,number_of_adults_at_start,432
Adults with No Income,all_persons,2020-04-01,2020-04-30,Q18,number_of_adults_at_annual_assessment_stayers,15
Adults with No Income,all_persons,2020-04-01,2020-04-30,Q18,number_of_adults_at_exit_leavers,119
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2020-04-01,2020-04-30,Q18,number_of_adults_at_start,3
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2020-04-01,2020-04-30,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2020-04-01,2020-04-30,Q18,number_of_adults_at_exit_leavers,2
Adults with Missing Income Information,all_persons,2020-04-01,2020-04-30,Q18,number_of_adults_at_start,18
Adults with Missing Income Information,all_persons,2020-04-01,2020-04-30,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Missing Income Information,all_persons,2020-04-01,2020-04-30,Q18,number_of_adults_at_exit_leavers,2
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2020-04-01,2020-04-30,Q18,number_of_adults_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2020-04-01,2020-04-30,Q18,number_of_adults_at_annual_assessment_stayers,436
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2020-04-01,2020-04-30,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2020-04-01,2020-04-30,Q18,number_of_adults_at_start,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2020-04-01,2020-04-30,Q18,number_of_adults_at_annual_assessment_stayers,155
Number of Adult Stayers without Required Annual Assessment,all_persons,2020-04-01,2020-04-30,Q18,number_of_adults_at_exit_leavers,0
Total Adults,all_persons,2020-04-01,2020-04-30,Q18,number_of_adults_at_start,837
Total Adults,all_persons,2020-04-01,2020-04-30,Q18,number_of_adults_at_annual_assessment_stayers,650
Total Adults,all_persons,2020-04-01,2020-04-30,Q18,number_of_adults_at_exit_leavers,187
1 or More Source of Income,all_persons,2020-04-01,2020-04-30,Q18,number_of_adults_at_start,424
1 or More Source of Income,all_persons,2020-04-01,2020-04-30,Q18,number_of_adults_at_annual_assessment_stayers,45
1 or More Source of Income,all_persons,2020-04-01,2020-04-30,Q18,number_of_adults_at_exit_leavers,72
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2020-04-01,2020-04-30,Q18,number_of_adults_at_start,0
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2020-04-01,2020-04-30,Q18,number_of_adults_at_annual_assessment_stayers,59
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2020-04-01,2020-04-30,Q18,number_of_adults_at_exit_leavers,0
