health_insurance,population,start_date,end_date,question,status,count
MEDICAID,all_persons,2020-04-01,2020-04-30,Q21,at_start,515
MEDICAID,all_persons,2020-04-01,2020-04-30,Q21,at_annual_assessment_for_stayers,38
MEDICAID,all_persons,2020-04-01,2020-04-30,Q21,at_exit_for_leavers,96
MEDICARE,all_persons,2020-04-01,2020-04-30,Q21,at_start,102
MEDICARE,all_persons,2020-04-01,2020-04-30,Q21,at_annual_assessment_for_stayers,17
MEDICARE,all_persons,2020-04-01,2020-04-30,Q21,at_exit_for_leavers,11
State Children's Health Insurance Program,all_persons,2020-04-01,2020-04-30,Q21,at_start,7
State Children's Health Insurance Program,all_persons,2020-04-01,2020-04-30,Q21,at_annual_assessment_for_stayers,0
State Children's Health Insurance Program,all_persons,2020-04-01,2020-04-30,Q21,at_exit_for_leavers,2
Veteran's Administration (VA) Medical Services,all_persons,2020-04-01,2020-04-30,Q21,at_start,20
Veteran's Administration (VA) Medical Services,all_persons,2020-04-01,2020-04-30,Q21,at_annual_assessment_for_stayers,13
Veteran's Administration (VA) Medical Services,all_persons,2020-04-01,2020-04-30,Q21,at_exit_for_leavers,3
Employer - Provided Health Insurance,all_persons,2020-04-01,2020-04-30,Q21,at_start,41
Employer - Provided Health Insurance,all_persons,2020-04-01,2020-04-30,Q21,at_annual_assessment_for_stayers,0
Employer - Provided Health Insurance,all_persons,2020-04-01,2020-04-30,Q21,at_exit_for_leavers,4
Health Insurance obtained through COBRA,all_persons,2020-04-01,2020-04-30,Q21,at_start,1
Health Insurance obtained through COBRA,all_persons,2020-04-01,2020-04-30,Q21,at_annual_assessment_for_stayers,0
Health Insurance obtained through COBRA,all_persons,2020-04-01,2020-04-30,Q21,at_exit_for_leavers,1
Private Pay Health Insurance,all_persons,2020-04-01,2020-04-30,Q21,at_start,40
Private Pay Health Insurance,all_persons,2020-04-01,2020-04-30,Q21,at_annual_assessment_for_stayers,2
Private Pay Health Insurance,all_persons,2020-04-01,2020-04-30,Q21,at_exit_for_leavers,2
State Health Insurance for Adults,all_persons,2020-04-01,2020-04-30,Q21,at_start,9
State Health Insurance for Adults,all_persons,2020-04-01,2020-04-30,Q21,at_annual_assessment_for_stayers,1
State Health Insurance for Adults,all_persons,2020-04-01,2020-04-30,Q21,at_exit_for_leavers,2
Indian Health Services Program,all_persons,2020-04-01,2020-04-30,Q21,at_start,2
Indian Health Services Program,all_persons,2020-04-01,2020-04-30,Q21,at_annual_assessment_for_stayers,0
Indian Health Services Program,all_persons,2020-04-01,2020-04-30,Q21,at_exit_for_leavers,0
Other,all_persons,2020-04-01,2020-04-30,Q21,at_start,5
Other,all_persons,2020-04-01,2020-04-30,Q21,at_annual_assessment_for_stayers,0
Other,all_persons,2020-04-01,2020-04-30,Q21,at_exit_for_leavers,0
No Health Insurance,all_persons,2020-04-01,2020-04-30,Q21,at_start,316
No Health Insurance,all_persons,2020-04-01,2020-04-30,Q21,at_annual_assessment_for_stayers,11
No Health Insurance,all_persons,2020-04-01,2020-04-30,Q21,at_exit_for_leavers,75
Client Doesn't Know/Client Refused,all_persons,2020-04-01,2020-04-30,Q21,at_start,12
Client Doesn't Know/Client Refused,all_persons,2020-04-01,2020-04-30,Q21,at_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,all_persons,2020-04-01,2020-04-30,Q21,at_exit_for_leavers,10
Data Not Collected,all_persons,2020-04-01,2020-04-30,Q21,at_start,77
Data Not Collected,all_persons,2020-04-01,2020-04-30,Q21,at_annual_assessment_for_stayers,208
Data Not Collected,all_persons,2020-04-01,2020-04-30,Q21,at_exit_for_leavers,2
Number of Stayers not yet Required To Have an Annual Assessment,all_persons,2020-04-01,2020-04-30,Q21,at_start,0
Number of Stayers not yet Required To Have an Annual Assessment,all_persons,2020-04-01,2020-04-30,Q21,at_annual_assessment_for_stayers,592
Number of Stayers not yet Required To Have an Annual Assessment,all_persons,2020-04-01,2020-04-30,Q21,at_exit_for_leavers,0
1 Source of Health Insurance,all_persons,2020-04-01,2020-04-30,Q21,at_start,568
1 Source of Health Insurance,all_persons,2020-04-01,2020-04-30,Q21,at_annual_assessment_for_stayers,45
1 Source of Health Insurance,all_persons,2020-04-01,2020-04-30,Q21,at_exit_for_leavers,101
More than 1 Source of Health Insurance,all_persons,2020-04-01,2020-04-30,Q21,at_start,81
More than 1 Source of Health Insurance,all_persons,2020-04-01,2020-04-30,Q21,at_annual_assessment_for_stayers,12
More than 1 Source of Health Insurance,all_persons,2020-04-01,2020-04-30,Q21,at_exit_for_leavers,7
