time_prior_to_housing,total,population,start_date,end_date,question,household_type,count
7 days or less,75,all_persons,2020-04-01,2020-04-30,Q22e,without_children,61
7 days or less,75,all_persons,2020-04-01,2020-04-30,Q22e,with_children_and_adults,19
7 days or less,75,all_persons,2020-04-01,2020-04-30,Q22e,with_only_children,0
7 days or less,75,all_persons,2020-04-01,2020-04-30,Q22e,unknown_household_type,0
8 to 14 days,8,all_persons,2020-04-01,2020-04-30,Q22e,without_children,5
8 to 14 days,8,all_persons,2020-04-01,2020-04-30,Q22e,with_children_and_adults,3
8 to 14 days,8,all_persons,2020-04-01,2020-04-30,Q22e,with_only_children,0
8 to 14 days,8,all_persons,2020-04-01,2020-04-30,Q22e,unknown_household_type,0
15 to 21 days,11,all_persons,2020-04-01,2020-04-30,Q22e,without_children,8
15 to 21 days,11,all_persons,2020-04-01,2020-04-30,Q22e,with_children_and_adults,3
15 to 21 days,11,all_persons,2020-04-01,2020-04-30,Q22e,with_only_children,0
15 to 21 days,11,all_persons,2020-04-01,2020-04-30,Q22e,unknown_household_type,0
22 to 30 days,10,all_persons,2020-04-01,2020-04-30,Q22e,without_children,5
22 to 30 days,10,all_persons,2020-04-01,2020-04-30,Q22e,with_children_and_adults,5
22 to 30 days,10,all_persons,2020-04-01,2020-04-30,Q22e,with_only_children,0
22 to 30 days,10,all_persons,2020-04-01,2020-04-30,Q22e,unknown_household_type,0
31 to 60 days,23,all_persons,2020-04-01,2020-04-30,Q22e,without_children,14
31 to 60 days,23,all_persons,2020-04-01,2020-04-30,Q22e,with_children_and_adults,9
31 to 60 days,23,all_persons,2020-04-01,2020-04-30,Q22e,with_only_children,0
31 to 60 days,23,all_persons,2020-04-01,2020-04-30,Q22e,unknown_household_type,0
61 to 180 days,58,all_persons,2020-04-01,2020-04-30,Q22e,without_children,41
61 to 180 days,58,all_persons,2020-04-01,2020-04-30,Q22e,with_children_and_adults,17
61 to 180 days,58,all_persons,2020-04-01,2020-04-30,Q22e,with_only_children,0
61 to 180 days,58,all_persons,2020-04-01,2020-04-30,Q22e,unknown_household_type,0
181 to 365 days,43,all_persons,2020-04-01,2020-04-30,Q22e,without_children,30
181 to 365 days,43,all_persons,2020-04-01,2020-04-30,Q22e,with_children_and_adults,13
181 to 365 days,43,all_persons,2020-04-01,2020-04-30,Q22e,with_only_children,0
181 to 365 days,43,all_persons,2020-04-01,2020-04-30,Q22e,unknown_household_type,0
366-730 days (1-2 years),35,all_persons,2020-04-01,2020-04-30,Q22e,without_children,35
366-730 days (1-2 years),35,all_persons,2020-04-01,2020-04-30,Q22e,with_children_and_adults,0
366-730 days (1-2 years),35,all_persons,2020-04-01,2020-04-30,Q22e,with_only_children,0
366-730 days (1-2 years),35,all_persons,2020-04-01,2020-04-30,Q22e,unknown_household_type,0
731 days or more,77,all_persons,2020-04-01,2020-04-30,Q22e,without_children,67
731 days or more,77,all_persons,2020-04-01,2020-04-30,Q22e,with_children_and_adults,10
731 days or more,77,all_persons,2020-04-01,2020-04-30,Q22e,with_only_children,0
731 days or more,77,all_persons,2020-04-01,2020-04-30,Q22e,unknown_household_type,0
Total (persons moved into housing),345,all_persons,2020-04-01,2020-04-30,Q22e,without_children,266
Total (persons moved into housing),345,all_persons,2020-04-01,2020-04-30,Q22e,with_children_and_adults,79
Total (persons moved into housing),345,all_persons,2020-04-01,2020-04-30,Q22e,with_only_children,0
Total (persons moved into housing),345,all_persons,2020-04-01,2020-04-30,Q22e,unknown_household_type,0
Not yet moved into housing,18,all_persons,2020-04-01,2020-04-30,Q22e,without_children,10
Not yet moved into housing,18,all_persons,2020-04-01,2020-04-30,Q22e,with_children_and_adults,8
Not yet moved into housing,18,all_persons,2020-04-01,2020-04-30,Q22e,with_only_children,0
Not yet moved into housing,18,all_persons,2020-04-01,2020-04-30,Q22e,unknown_household_type,0
Data not collected,31,all_persons,2020-04-01,2020-04-30,Q22e,without_children,27
Data not collected,31,all_persons,2020-04-01,2020-04-30,Q22e,with_children_and_adults,4
Data not collected,31,all_persons,2020-04-01,2020-04-30,Q22e,with_only_children,0
Data not collected,31,all_persons,2020-04-01,2020-04-30,Q22e,unknown_household_type,0
Total persons,394,all_persons,2020-04-01,2020-04-30,Q22e,without_children,303
Total persons,394,all_persons,2020-04-01,2020-04-30,Q22e,with_children_and_adults,91
Total persons,394,all_persons,2020-04-01,2020-04-30,Q22e,with_only_children,0
Total persons,394,all_persons,2020-04-01,2020-04-30,Q22e,unknown_household_type,0
