dv_history,total,population,start_date,end_date,question,household_type,count
Yes,189,all_persons,2020-04-01,2020-04-30,Q14a,without_children,147
Yes,189,all_persons,2020-04-01,2020-04-30,Q14a,with_children_and_adults,42
Yes,189,all_persons,2020-04-01,2020-04-30,Q14a,with_only_children,0
Yes,189,all_persons,2020-04-01,2020-04-30,Q14a,unknown_household_type,0
No,619,all_persons,2020-04-01,2020-04-30,Q14a,without_children,504
No,619,all_persons,2020-04-01,2020-04-30,Q14a,with_children_and_adults,111
No,619,all_persons,2020-04-01,2020-04-30,Q14a,with_only_children,0
No,619,all_persons,2020-04-01,2020-04-30,Q14a,unknown_household_type,4
Client Doesn't Know/Client Refused,9,all_persons,2020-04-01,2020-04-30,Q14a,without_children,9
Client Doesn't Know/Client Refused,9,all_persons,2020-04-01,2020-04-30,Q14a,with_children_and_adults,0
Client Doesn't Know/Client Refused,9,all_persons,2020-04-01,2020-04-30,Q14a,with_only_children,0
Client Doesn't Know/Client Refused,9,all_persons,2020-04-01,2020-04-30,Q14a,unknown_household_type,0
Data Not Collected,20,all_persons,2020-04-01,2020-04-30,Q14a,without_children,15
Data Not Collected,20,all_persons,2020-04-01,2020-04-30,Q14a,with_children_and_adults,5
Data Not Collected,20,all_persons,2020-04-01,2020-04-30,Q14a,with_only_children,0
Data Not Collected,20,all_persons,2020-04-01,2020-04-30,Q14a,unknown_household_type,0
