pit_month,total,population,start_date,end_date,question,household_type,count
January,0,all_persons,2020-04-01,2020-04-30,Q7b,without_children,0
January,0,all_persons,2020-04-01,2020-04-30,Q7b,with_children_and_adults,0
January,0,all_persons,2020-04-01,2020-04-30,Q7b,with_only_children,0
January,0,all_persons,2020-04-01,2020-04-30,Q7b,unknown_household_type,0
April,895,all_persons,2020-04-01,2020-04-30,Q7b,without_children,538
April,895,all_persons,2020-04-01,2020-04-30,Q7b,with_children_and_adults,330
April,895,all_persons,2020-04-01,2020-04-30,Q7b,with_only_children,15
April,895,all_persons,2020-04-01,2020-04-30,Q7b,unknown_household_type,12
July,0,all_persons,2020-04-01,2020-04-30,Q7b,without_children,0
July,0,all_persons,2020-04-01,2020-04-30,Q7b,with_children_and_adults,0
July,0,all_persons,2020-04-01,2020-04-30,Q7b,with_only_children,0
July,0,all_persons,2020-04-01,2020-04-30,Q7b,unknown_household_type,0
October,0,all_persons,2020-04-01,2020-04-30,Q7b,without_children,0
October,0,all_persons,2020-04-01,2020-04-30,Q7b,with_children_and_adults,0
October,0,all_persons,2020-04-01,2020-04-30,Q7b,with_only_children,0
October,0,all_persons,2020-04-01,2020-04-30,Q7b,unknown_household_type,0
