conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,227,16,1,all_persons,2020-04-01,2020-04-30,Q13a1,without_children,210
Mental Health Disorder,227,16,1,all_persons,2020-04-01,2020-04-30,Q13a1,with_only_children,0
Mental Health Disorder,227,16,1,all_persons,2020-04-01,2020-04-30,Q13a1,unknown_household_type,0
Alcohol Use Disorder,44,0,0,all_persons,2020-04-01,2020-04-30,Q13a1,without_children,44
Alcohol Use Disorder,44,0,0,all_persons,2020-04-01,2020-04-30,Q13a1,with_only_children,0
Alcohol Use Disorder,44,0,0,all_persons,2020-04-01,2020-04-30,Q13a1,unknown_household_type,0
Drug Use Disorder,35,1,0,all_persons,2020-04-01,2020-04-30,Q13a1,without_children,34
Drug Use Disorder,35,1,0,all_persons,2020-04-01,2020-04-30,Q13a1,with_only_children,0
Drug Use Disorder,35,1,0,all_persons,2020-04-01,2020-04-30,Q13a1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,37,1,0,all_persons,2020-04-01,2020-04-30,Q13a1,without_children,36
Both Alcohol and Drug Use Disorders,37,1,0,all_persons,2020-04-01,2020-04-30,Q13a1,with_only_children,0
Both Alcohol and Drug Use Disorders,37,1,0,all_persons,2020-04-01,2020-04-30,Q13a1,unknown_household_type,0
Chronic Health Condition,116,8,2,all_persons,2020-04-01,2020-04-30,Q13a1,without_children,106
Chronic Health Condition,116,8,2,all_persons,2020-04-01,2020-04-30,Q13a1,with_only_children,0
Chronic Health Condition,116,8,2,all_persons,2020-04-01,2020-04-30,Q13a1,unknown_household_type,0
HIV/AIDS,106,8,0,all_persons,2020-04-01,2020-04-30,Q13a1,without_children,98
HIV/AIDS,106,8,0,all_persons,2020-04-01,2020-04-30,Q13a1,with_only_children,0
HIV/AIDS,106,8,0,all_persons,2020-04-01,2020-04-30,Q13a1,unknown_household_type,0
Development Disability,58,3,9,all_persons,2020-04-01,2020-04-30,Q13a1,without_children,45
Development Disability,58,3,9,all_persons,2020-04-01,2020-04-30,Q13a1,with_only_children,0
Development Disability,58,3,9,all_persons,2020-04-01,2020-04-30,Q13a1,unknown_household_type,1
Physical Disability,144,8,2,all_persons,2020-04-01,2020-04-30,Q13a1,without_children,134
Physical Disability,144,8,2,all_persons,2020-04-01,2020-04-30,Q13a1,with_only_children,0
Physical Disability,144,8,2,all_persons,2020-04-01,2020-04-30,Q13a1,unknown_household_type,0
