age_group,total,population,start_date,end_date,question,household_type,count
Under 5,74,all_persons,2020-04-01,2020-04-30,Q11,without_children,0
Under 5,74,all_persons,2020-04-01,2020-04-30,Q11,with_children_and_adults,71
Under 5,74,all_persons,2020-04-01,2020-04-30,Q11,with_only_children,3
Under 5,74,all_persons,2020-04-01,2020-04-30,Q11,unknown_household_type,0
5 -  12,119,all_persons,2020-04-01,2020-04-30,Q11,without_children,0
5 -  12,119,all_persons,2020-04-01,2020-04-30,Q11,with_children_and_adults,112
5 -  12,119,all_persons,2020-04-01,2020-04-30,Q11,with_only_children,7
5 -  12,119,all_persons,2020-04-01,2020-04-30,Q11,unknown_household_type,0
13 - 17,46,all_persons,2020-04-01,2020-04-30,Q11,without_children,0
13 - 17,46,all_persons,2020-04-01,2020-04-30,Q11,with_children_and_adults,41
13 - 17,46,all_persons,2020-04-01,2020-04-30,Q11,with_only_children,5
13 - 17,46,all_persons,2020-04-01,2020-04-30,Q11,unknown_household_type,0
18 - 24,83,all_persons,2020-04-01,2020-04-30,Q11,without_children,57
18 - 24,83,all_persons,2020-04-01,2020-04-30,Q11,with_children_and_adults,26
18 - 24,83,all_persons,2020-04-01,2020-04-30,Q11,with_only_children,0
18 - 24,83,all_persons,2020-04-01,2020-04-30,Q11,unknown_household_type,0
25 - 34,190,all_persons,2020-04-01,2020-04-30,Q11,without_children,130
25 - 34,190,all_persons,2020-04-01,2020-04-30,Q11,with_children_and_adults,60
25 - 34,190,all_persons,2020-04-01,2020-04-30,Q11,with_only_children,0
25 - 34,190,all_persons,2020-04-01,2020-04-30,Q11,unknown_household_type,0
35 - 44,173,all_persons,2020-04-01,2020-04-30,Q11,without_children,124
35 - 44,173,all_persons,2020-04-01,2020-04-30,Q11,with_children_and_adults,47
35 - 44,173,all_persons,2020-04-01,2020-04-30,Q11,with_only_children,0
35 - 44,173,all_persons,2020-04-01,2020-04-30,Q11,unknown_household_type,2
45 - 54,174,all_persons,2020-04-01,2020-04-30,Q11,without_children,157
45 - 54,174,all_persons,2020-04-01,2020-04-30,Q11,with_children_and_adults,16
45 - 54,174,all_persons,2020-04-01,2020-04-30,Q11,with_only_children,0
45 - 54,174,all_persons,2020-04-01,2020-04-30,Q11,unknown_household_type,1
55 - 61,118,all_persons,2020-04-01,2020-04-30,Q11,without_children,110
55 - 61,118,all_persons,2020-04-01,2020-04-30,Q11,with_children_and_adults,7
55 - 61,118,all_persons,2020-04-01,2020-04-30,Q11,with_only_children,0
55 - 61,118,all_persons,2020-04-01,2020-04-30,Q11,unknown_household_type,1
62 +,99,all_persons,2020-04-01,2020-04-30,Q11,without_children,97
62 +,99,all_persons,2020-04-01,2020-04-30,Q11,with_children_and_adults,2
62 +,99,all_persons,2020-04-01,2020-04-30,Q11,with_only_children,0
62 +,99,all_persons,2020-04-01,2020-04-30,Q11,unknown_household_type,0
Client Doesn't Know/Client Refused,1,all_persons,2020-04-01,2020-04-30,Q11,without_children,0
Client Doesn't Know/Client Refused,1,all_persons,2020-04-01,2020-04-30,Q11,with_children_and_adults,0
Client Doesn't Know/Client Refused,1,all_persons,2020-04-01,2020-04-30,Q11,with_only_children,0
Client Doesn't Know/Client Refused,1,all_persons,2020-04-01,2020-04-30,Q11,unknown_household_type,1
Data Not Collected,8,all_persons,2020-04-01,2020-04-30,Q11,without_children,0
Data Not Collected,8,all_persons,2020-04-01,2020-04-30,Q11,with_children_and_adults,0
Data Not Collected,8,all_persons,2020-04-01,2020-04-30,Q11,with_only_children,0
Data Not Collected,8,all_persons,2020-04-01,2020-04-30,Q11,unknown_household_type,8
