conditions,population,start_date,end_date,question,status,count
Mental Health Disorder,veterans,2020-04-01,2020-04-30,Q25e,conditions_at_start,13
Mental Health Disorder,veterans,2020-04-01,2020-04-30,Q25e,conditions_at_latest_assessment_for_stayers,11
Mental Health Disorder,veterans,2020-04-01,2020-04-30,Q25e,conditions_at_exit_for_leavers,2
Alcohol Use Disorder,veterans,2020-04-01,2020-04-30,Q25e,conditions_at_start,5
Alcohol Use Disorder,veterans,2020-04-01,2020-04-30,Q25e,conditions_at_latest_assessment_for_stayers,5
Alcohol Use Disorder,veterans,2020-04-01,2020-04-30,Q25e,conditions_at_exit_for_leavers,0
Drug Use Disorder,veterans,2020-04-01,2020-04-30,Q25e,conditions_at_start,2
Drug Use Disorder,veterans,2020-04-01,2020-04-30,Q25e,conditions_at_latest_assessment_for_stayers,1
Drug Use Disorder,veterans,2020-04-01,2020-04-30,Q25e,conditions_at_exit_for_leavers,1
Both Alcohol and Drug Use Disorders,veterans,2020-04-01,2020-04-30,Q25e,conditions_at_start,5
Both Alcohol and Drug Use Disorders,veterans,2020-04-01,2020-04-30,Q25e,conditions_at_latest_assessment_for_stayers,4
Both Alcohol and Drug Use Disorders,veterans,2020-04-01,2020-04-30,Q25e,conditions_at_exit_for_leavers,1
Chronic Health Condition,veterans,2020-04-01,2020-04-30,Q25e,conditions_at_start,12
Chronic Health Condition,veterans,2020-04-01,2020-04-30,Q25e,conditions_at_latest_assessment_for_stayers,11
Chronic Health Condition,veterans,2020-04-01,2020-04-30,Q25e,conditions_at_exit_for_leavers,1
HIV/AIDS,veterans,2020-04-01,2020-04-30,Q25e,conditions_at_start,3
HIV/AIDS,veterans,2020-04-01,2020-04-30,Q25e,conditions_at_latest_assessment_for_stayers,2
HIV/AIDS,veterans,2020-04-01,2020-04-30,Q25e,conditions_at_exit_for_leavers,1
Development Disability,veterans,2020-04-01,2020-04-30,Q25e,conditions_at_start,3
Development Disability,veterans,2020-04-01,2020-04-30,Q25e,conditions_at_latest_assessment_for_stayers,3
Development Disability,veterans,2020-04-01,2020-04-30,Q25e,conditions_at_exit_for_leavers,1
Physical Disability,veterans,2020-04-01,2020-04-30,Q25e,conditions_at_start,17
Physical Disability,veterans,2020-04-01,2020-04-30,Q25e,conditions_at_latest_assessment_for_stayers,16
Physical Disability,veterans,2020-04-01,2020-04-30,Q25e,conditions_at_exit_for_leavers,1
