health_insurance,population,start_date,end_date,question,status,count
MEDICAID,all_persons,2016-04-01,2016-04-30,Q21,at_start,207
MEDICAID,all_persons,2016-04-01,2016-04-30,Q21,at_annual_assessment_for_stayers,23
MEDICAID,all_persons,2016-04-01,2016-04-30,Q21,at_exit_for_leavers,47
MEDICARE,all_persons,2016-04-01,2016-04-30,Q21,at_start,56
MEDICARE,all_persons,2016-04-01,2016-04-30,Q21,at_annual_assessment_for_stayers,10
MEDICARE,all_persons,2016-04-01,2016-04-30,Q21,at_exit_for_leavers,6
State Children's Health Insurance Program,all_persons,2016-04-01,2016-04-30,Q21,at_start,7
State Children's Health Insurance Program,all_persons,2016-04-01,2016-04-30,Q21,at_annual_assessment_for_stayers,0
State Children's Health Insurance Program,all_persons,2016-04-01,2016-04-30,Q21,at_exit_for_leavers,1
Veteran's Administration (VA) Medical Services,all_persons,2016-04-01,2016-04-30,Q21,at_start,7
Veteran's Administration (VA) Medical Services,all_persons,2016-04-01,2016-04-30,Q21,at_annual_assessment_for_stayers,0
Veteran's Administration (VA) Medical Services,all_persons,2016-04-01,2016-04-30,Q21,at_exit_for_leavers,1
Employer - Provided Health Insurance,all_persons,2016-04-01,2016-04-30,Q21,at_start,31
Employer - Provided Health Insurance,all_persons,2016-04-01,2016-04-30,Q21,at_annual_assessment_for_stayers,0
Employer - Provided Health Insurance,all_persons,2016-04-01,2016-04-30,Q21,at_exit_for_leavers,2
Health Insurance obtained through COBRA,all_persons,2016-04-01,2016-04-30,Q21,at_start,0
Health Insurance obtained through COBRA,all_persons,2016-04-01,2016-04-30,Q21,at_annual_assessment_for_stayers,0
Health Insurance obtained through COBRA,all_persons,2016-04-01,2016-04-30,Q21,at_exit_for_leavers,0
Private Pay Health Insurance,all_persons,2016-04-01,2016-04-30,Q21,at_start,32
Private Pay Health Insurance,all_persons,2016-04-01,2016-04-30,Q21,at_annual_assessment_for_stayers,3
Private Pay Health Insurance,all_persons,2016-04-01,2016-04-30,Q21,at_exit_for_leavers,1
State Health Insurance for Adults,all_persons,2016-04-01,2016-04-30,Q21,at_start,5
State Health Insurance for Adults,all_persons,2016-04-01,2016-04-30,Q21,at_annual_assessment_for_stayers,1
State Health Insurance for Adults,all_persons,2016-04-01,2016-04-30,Q21,at_exit_for_leavers,1
Indian Health Services Program,all_persons,2016-04-01,2016-04-30,Q21,at_start,1
Indian Health Services Program,all_persons,2016-04-01,2016-04-30,Q21,at_annual_assessment_for_stayers,0
Indian Health Services Program,all_persons,2016-04-01,2016-04-30,Q21,at_exit_for_leavers,0
Other,all_persons,2016-04-01,2016-04-30,Q21,at_start,1
Other,all_persons,2016-04-01,2016-04-30,Q21,at_annual_assessment_for_stayers,0
Other,all_persons,2016-04-01,2016-04-30,Q21,at_exit_for_leavers,0
No Health Insurance,all_persons,2016-04-01,2016-04-30,Q21,at_start,218
No Health Insurance,all_persons,2016-04-01,2016-04-30,Q21,at_annual_assessment_for_stayers,9
No Health Insurance,all_persons,2016-04-01,2016-04-30,Q21,at_exit_for_leavers,62
Client Doesn't Know/Client Refused,all_persons,2016-04-01,2016-04-30,Q21,at_start,0
Client Doesn't Know/Client Refused,all_persons,2016-04-01,2016-04-30,Q21,at_annual_assessment_for_stayers,0
Client Doesn't Know/Client Refused,all_persons,2016-04-01,2016-04-30,Q21,at_exit_for_leavers,0
Data Not Collected,all_persons,2016-04-01,2016-04-30,Q21,at_start,11
Data Not Collected,all_persons,2016-04-01,2016-04-30,Q21,at_annual_assessment_for_stayers,79
Data Not Collected,all_persons,2016-04-01,2016-04-30,Q21,at_exit_for_leavers,0
Number of Stayers not yet Required To Have an Annual Assessment,all_persons,2016-04-01,2016-04-30,Q21,at_start,0
Number of Stayers not yet Required To Have an Annual Assessment,all_persons,2016-04-01,2016-04-30,Q21,at_annual_assessment_for_stayers,300
Number of Stayers not yet Required To Have an Annual Assessment,all_persons,2016-04-01,2016-04-30,Q21,at_exit_for_leavers,0
1 Source of Health Insurance,all_persons,2016-04-01,2016-04-30,Q21,at_start,266
1 Source of Health Insurance,all_persons,2016-04-01,2016-04-30,Q21,at_annual_assessment_for_stayers,21
1 Source of Health Insurance,all_persons,2016-04-01,2016-04-30,Q21,at_exit_for_leavers,47
More than 1 Source of Health Insurance,all_persons,2016-04-01,2016-04-30,Q21,at_start,39
More than 1 Source of Health Insurance,all_persons,2016-04-01,2016-04-30,Q21,at_annual_assessment_for_stayers,8
More than 1 Source of Health Insurance,all_persons,2016-04-01,2016-04-30,Q21,at_exit_for_leavers,6
