veteran_status_persons,total,population,start_date,end_date,question,household_type,count
Chronically Homeless Veteran,11,all_persons,2016-04-01,2016-04-30,Q25a,without_children,11
Chronically Homeless Veteran,11,all_persons,2016-04-01,2016-04-30,Q25a,with_children_and_adults,0
Chronically Homeless Veteran,11,all_persons,2016-04-01,2016-04-30,Q25a,unknown_household_type,0
Non-Chronically Homeless Veteran,11,all_persons,2016-04-01,2016-04-30,Q25a,without_children,8
Non-Chronically Homeless Veteran,11,all_persons,2016-04-01,2016-04-30,Q25a,with_children_and_adults,3
Non-Chronically Homeless Veteran,11,all_persons,2016-04-01,2016-04-30,Q25a,unknown_household_type,0
Not a Veteran,369,all_persons,2016-04-01,2016-04-30,Q25a,without_children,263
Not a Veteran,369,all_persons,2016-04-01,2016-04-30,Q25a,with_children_and_adults,105
Not a Veteran,369,all_persons,2016-04-01,2016-04-30,Q25a,unknown_household_type,1
Client Doesn't Know/Client Refused,2,all_persons,2016-04-01,2016-04-30,Q25a,without_children,2
Client Doesn't Know/Client Refused,2,all_persons,2016-04-01,2016-04-30,Q25a,with_children_and_adults,0
Client Doesn't Know/Client Refused,2,all_persons,2016-04-01,2016-04-30,Q25a,unknown_household_type,0
Data Not Collected,10,all_persons,2016-04-01,2016-04-30,Q25a,without_children,10
Data Not Collected,10,all_persons,2016-04-01,2016-04-30,Q25a,with_children_and_adults,0
Data Not Collected,10,all_persons,2016-04-01,2016-04-30,Q25a,unknown_household_type,0
