count_conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
None,274,82,109,start,2016-04-01,2016-04-30,Q13a2,without_children,79
None,274,82,109,start,2016-04-01,2016-04-30,Q13a2,with_only_children,4
None,274,82,109,start,2016-04-01,2016-04-30,Q13a2,unknown_household_type,0
1 Condition,134,14,11,start,2016-04-01,2016-04-30,Q13a2,without_children,109
1 Condition,134,14,11,start,2016-04-01,2016-04-30,Q13a2,with_only_children,0
1 Condition,134,14,11,start,2016-04-01,2016-04-30,Q13a2,unknown_household_type,0
2 Conditions,72,6,2,start,2016-04-01,2016-04-30,Q13a2,without_children,64
2 Conditions,72,6,2,start,2016-04-01,2016-04-30,Q13a2,with_only_children,0
2 Conditions,72,6,2,start,2016-04-01,2016-04-30,Q13a2,unknown_household_type,0
3+ Conditions,41,4,1,start,2016-04-01,2016-04-30,Q13a2,without_children,36
3+ Conditions,41,4,1,start,2016-04-01,2016-04-30,Q13a2,with_only_children,0
3+ Conditions,41,4,1,start,2016-04-01,2016-04-30,Q13a2,unknown_household_type,0
Condition Unknown,5,1,1,start,2016-04-01,2016-04-30,Q13a2,without_children,3
Condition Unknown,5,1,1,start,2016-04-01,2016-04-30,Q13a2,with_only_children,0
Condition Unknown,5,1,1,start,2016-04-01,2016-04-30,Q13a2,unknown_household_type,0
Client Doesn't Know/Client Refused,1,0,0,start,2016-04-01,2016-04-30,Q13a2,without_children,1
Client Doesn't Know/Client Refused,1,0,0,start,2016-04-01,2016-04-30,Q13a2,with_only_children,0
Client Doesn't Know/Client Refused,1,0,0,start,2016-04-01,2016-04-30,Q13a2,unknown_household_type,0
Data Not Collected,5,1,0,start,2016-04-01,2016-04-30,Q13a2,without_children,2
Data Not Collected,5,1,0,start,2016-04-01,2016-04-30,Q13a2,with_only_children,0
Data Not Collected,5,1,0,start,2016-04-01,2016-04-30,Q13a2,unknown_household_type,2
