length,total,population,start_date,end_date,question,status,count
30 days or less,156,all_persons,2016-04-01,2016-04-30,Q22a1,leavers,58
30 days or less,156,all_persons,2016-04-01,2016-04-30,Q22a1,stayers,98
31 to 60 days,94,all_persons,2016-04-01,2016-04-30,Q22a1,leavers,18
31 to 60 days,94,all_persons,2016-04-01,2016-04-30,Q22a1,stayers,76
61 to 90 days,37,all_persons,2016-04-01,2016-04-30,Q22a1,leavers,6
61 to 90 days,37,all_persons,2016-04-01,2016-04-30,Q22a1,stayers,31
91 to 180 days,69,all_persons,2016-04-01,2016-04-30,Q22a1,leavers,26
91 to 180 days,69,all_persons,2016-04-01,2016-04-30,Q22a1,stayers,43
181 to 365 days,54,all_persons,2016-04-01,2016-04-30,Q22a1,leavers,2
181 to 365 days,54,all_persons,2016-04-01,2016-04-30,Q22a1,stayers,52
366 to 730 Days (1-2 Yrs),34,all_persons,2016-04-01,2016-04-30,Q22a1,leavers,5
366 to 730 Days (1-2 Yrs),34,all_persons,2016-04-01,2016-04-30,Q22a1,stayers,29
"731 to 1,095 Days (2-3 Yrs)",7,all_persons,2016-04-01,2016-04-30,Q22a1,leavers,0
"731 to 1,095 Days (2-3 Yrs)",7,all_persons,2016-04-01,2016-04-30,Q22a1,stayers,7
"1,096 to 1,460 Days (3-4 Yrs)",13,all_persons,2016-04-01,2016-04-30,Q22a1,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",13,all_persons,2016-04-01,2016-04-30,Q22a1,stayers,13
"1,461 to 1,825 Days (5-5 Yrs)",13,all_persons,2016-04-01,2016-04-30,Q22a1,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",13,all_persons,2016-04-01,2016-04-30,Q22a1,stayers,13
"More than 1,825 Days (>5 Yrs)",55,all_persons,2016-04-01,2016-04-30,Q22a1,leavers,0
"More than 1,825 Days (>5 Yrs)",55,all_persons,2016-04-01,2016-04-30,Q22a1,stayers,55
Data Not Collected,0,all_persons,2016-04-01,2016-04-30,Q22a1,leavers,0
Data Not Collected,0,all_persons,2016-04-01,2016-04-30,Q22a1,stayers,0
