conditions,population,start_date,end_date,question,status,count
Mental Health Disorder,chronically_homeless,2016-04-01,2016-04-30,Q26e,conditions_at_start,27
Mental Health Disorder,chronically_homeless,2016-04-01,2016-04-30,Q26e,conditions_at_latest_assessment_for_stayers,24
Mental Health Disorder,chronically_homeless,2016-04-01,2016-04-30,Q26e,conditions_at_exit_for_leavers,3
Alcohol Use Disorder,chronically_homeless,2016-04-01,2016-04-30,Q26e,conditions_at_start,9
Alcohol Use Disorder,chronically_homeless,2016-04-01,2016-04-30,Q26e,conditions_at_latest_assessment_for_stayers,8
Alcohol Use Disorder,chronically_homeless,2016-04-01,2016-04-30,Q26e,conditions_at_exit_for_leavers,1
Drug Use Disorder,chronically_homeless,2016-04-01,2016-04-30,Q26e,conditions_at_start,1
Drug Use Disorder,chronically_homeless,2016-04-01,2016-04-30,Q26e,conditions_at_latest_assessment_for_stayers,1
Drug Use Disorder,chronically_homeless,2016-04-01,2016-04-30,Q26e,conditions_at_exit_for_leavers,0
Both Alcohol and Drug Use Disorders,chronically_homeless,2016-04-01,2016-04-30,Q26e,conditions_at_start,5
Both Alcohol and Drug Use Disorders,chronically_homeless,2016-04-01,2016-04-30,Q26e,conditions_at_latest_assessment_for_stayers,4
Both Alcohol and Drug Use Disorders,chronically_homeless,2016-04-01,2016-04-30,Q26e,conditions_at_exit_for_leavers,1
Chronic Health Condition,chronically_homeless,2016-04-01,2016-04-30,Q26e,conditions_at_start,18
Chronic Health Condition,chronically_homeless,2016-04-01,2016-04-30,Q26e,conditions_at_latest_assessment_for_stayers,14
Chronic Health Condition,chronically_homeless,2016-04-01,2016-04-30,Q26e,conditions_at_exit_for_leavers,4
HIV/AIDS,chronically_homeless,2016-04-01,2016-04-30,Q26e,conditions_at_start,0
HIV/AIDS,chronically_homeless,2016-04-01,2016-04-30,Q26e,conditions_at_latest_assessment_for_stayers,0
HIV/AIDS,chronically_homeless,2016-04-01,2016-04-30,Q26e,conditions_at_exit_for_leavers,0
Development Disability,chronically_homeless,2016-04-01,2016-04-30,Q26e,conditions_at_start,4
Development Disability,chronically_homeless,2016-04-01,2016-04-30,Q26e,conditions_at_latest_assessment_for_stayers,2
Development Disability,chronically_homeless,2016-04-01,2016-04-30,Q26e,conditions_at_exit_for_leavers,2
Physical Disability,chronically_homeless,2016-04-01,2016-04-30,Q26e,conditions_at_start,19
Physical Disability,chronically_homeless,2016-04-01,2016-04-30,Q26e,conditions_at_latest_assessment_for_stayers,15
Physical Disability,chronically_homeless,2016-04-01,2016-04-30,Q26e,conditions_at_exit_for_leavers,4
