dv_history,total,population,start_date,end_date,question,household_type,count
Yes,51,all_persons,2016-04-01,2016-04-30,Q14a,without_children,28
Yes,51,all_persons,2016-04-01,2016-04-30,Q14a,with_children_and_adults,23
Yes,51,all_persons,2016-04-01,2016-04-30,Q14a,with_only_children,0
Yes,51,all_persons,2016-04-01,2016-04-30,Q14a,unknown_household_type,0
No,333,all_persons,2016-04-01,2016-04-30,Q14a,without_children,246
No,333,all_persons,2016-04-01,2016-04-30,Q14a,with_children_and_adults,87
No,333,all_persons,2016-04-01,2016-04-30,Q14a,with_only_children,0
No,333,all_persons,2016-04-01,2016-04-30,Q14a,unknown_household_type,0
Client Doesn't Know/Client Refused,1,all_persons,2016-04-01,2016-04-30,Q14a,without_children,1
Client Doesn't Know/Client Refused,1,all_persons,2016-04-01,2016-04-30,Q14a,with_children_and_adults,0
Client Doesn't Know/Client Refused,1,all_persons,2016-04-01,2016-04-30,Q14a,with_only_children,0
Client Doesn't Know/Client Refused,1,all_persons,2016-04-01,2016-04-30,Q14a,unknown_household_type,0
Data Not Collected,20,all_persons,2016-04-01,2016-04-30,Q14a,without_children,19
Data Not Collected,20,all_persons,2016-04-01,2016-04-30,Q14a,with_children_and_adults,0
Data Not Collected,20,all_persons,2016-04-01,2016-04-30,Q14a,with_only_children,0
Data Not Collected,20,all_persons,2016-04-01,2016-04-30,Q14a,unknown_household_type,1
