dv_fleeing,total,population,start_date,end_date,question,household_type,count
Yes,5,all_persons,2016-04-01,2016-04-30,Q14b,without_children,2
Yes,5,all_persons,2016-04-01,2016-04-30,Q14b,with_children_and_adults,3
Yes,5,all_persons,2016-04-01,2016-04-30,Q14b,with_only_children,0
Yes,5,all_persons,2016-04-01,2016-04-30,Q14b,unknown_household_type,0
No,39,all_persons,2016-04-01,2016-04-30,Q14b,without_children,19
No,39,all_persons,2016-04-01,2016-04-30,Q14b,with_children_and_adults,20
No,39,all_persons,2016-04-01,2016-04-30,Q14b,with_only_children,0
No,39,all_persons,2016-04-01,2016-04-30,Q14b,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2016-04-01,2016-04-30,Q14b,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2016-04-01,2016-04-30,Q14b,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2016-04-01,2016-04-30,Q14b,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2016-04-01,2016-04-30,Q14b,unknown_household_type,0
Data Not Collected,7,all_persons,2016-04-01,2016-04-30,Q14b,without_children,7
Data Not Collected,7,all_persons,2016-04-01,2016-04-30,Q14b,with_children_and_adults,0
Data Not Collected,7,all_persons,2016-04-01,2016-04-30,Q14b,with_only_children,0
Data Not Collected,7,all_persons,2016-04-01,2016-04-30,Q14b,unknown_household_type,0
