race,total,population,start_date,end_date,question,household_type,count
White,384,all_persons,2016-04-01,2016-04-30,Q12a,without_children,210
White,384,all_persons,2016-04-01,2016-04-30,Q12a,with_children_and_adults,171
White,384,all_persons,2016-04-01,2016-04-30,Q12a,with_only_children,2
White,384,all_persons,2016-04-01,2016-04-30,Q12a,unknown_household_type,1
"Black, African American, or African",120,all_persons,2016-04-01,2016-04-30,Q12a,without_children,71
"Black, African American, or African",120,all_persons,2016-04-01,2016-04-30,Q12a,with_children_and_adults,47
"Black, African American, or African",120,all_persons,2016-04-01,2016-04-30,Q12a,with_only_children,2
"Black, African American, or African",120,all_persons,2016-04-01,2016-04-30,Q12a,unknown_household_type,0
Asian or Asian American,0,all_persons,2016-04-01,2016-04-30,Q12a,without_children,0
Asian or Asian American,0,all_persons,2016-04-01,2016-04-30,Q12a,with_children_and_adults,0
Asian or Asian American,0,all_persons,2016-04-01,2016-04-30,Q12a,with_only_children,0
Asian or Asian American,0,all_persons,2016-04-01,2016-04-30,Q12a,unknown_household_type,0
"American Indian, Alaska Native, or Indigenous",0,all_persons,2016-04-01,2016-04-30,Q12a,without_children,0
"American Indian, Alaska Native, or Indigenous",0,all_persons,2016-04-01,2016-04-30,Q12a,with_children_and_adults,0
"American Indian, Alaska Native, or Indigenous",0,all_persons,2016-04-01,2016-04-30,Q12a,with_only_children,0
"American Indian, Alaska Native, or Indigenous",0,all_persons,2016-04-01,2016-04-30,Q12a,unknown_household_type,0
Native Hawaiian or Pacific Islander,0,all_persons,2016-04-01,2016-04-30,Q12a,without_children,0
Native Hawaiian or Pacific Islander,0,all_persons,2016-04-01,2016-04-30,Q12a,with_children_and_adults,0
Native Hawaiian or Pacific Islander,0,all_persons,2016-04-01,2016-04-30,Q12a,with_only_children,0
Native Hawaiian or Pacific Islander,0,all_persons,2016-04-01,2016-04-30,Q12a,unknown_household_type,0
Multiple Races,24,all_persons,2016-04-01,2016-04-30,Q12a,without_children,10
Multiple Races,24,all_persons,2016-04-01,2016-04-30,Q12a,with_children_and_adults,14
Multiple Races,24,all_persons,2016-04-01,2016-04-30,Q12a,with_only_children,0
Multiple Races,24,all_persons,2016-04-01,2016-04-30,Q12a,unknown_household_type,0
Client Doesn't Know/Client Refused,2,all_persons,2016-04-01,2016-04-30,Q12a,without_children,2
Client Doesn't Know/Client Refused,2,all_persons,2016-04-01,2016-04-30,Q12a,with_children_and_adults,0
Client Doesn't Know/Client Refused,2,all_persons,2016-04-01,2016-04-30,Q12a,with_only_children,0
Client Doesn't Know/Client Refused,2,all_persons,2016-04-01,2016-04-30,Q12a,unknown_household_type,0
Data Not Collected,2,all_persons,2016-04-01,2016-04-30,Q12a,without_children,1
Data Not Collected,2,all_persons,2016-04-01,2016-04-30,Q12a,with_children_and_adults,0
Data Not Collected,2,all_persons,2016-04-01,2016-04-30,Q12a,with_only_children,0
Data Not Collected,2,all_persons,2016-04-01,2016-04-30,Q12a,unknown_household_type,1
