ethnicity,total,population,start_date,end_date,question,household_type,count
Non-Hispanic/Non-Latin(a)(o)(x),478,all_persons,2016-04-01,2016-04-30,Q12b,without_children,274
Non-Hispanic/Non-Latin(a)(o)(x),478,all_persons,2016-04-01,2016-04-30,Q12b,with_children_and_adults,199
Non-Hispanic/Non-Latin(a)(o)(x),478,all_persons,2016-04-01,2016-04-30,Q12b,with_only_children,4
Non-Hispanic/Non-Latin(a)(o)(x),478,all_persons,2016-04-01,2016-04-30,Q12b,unknown_household_type,1
Hispanic/Latin(a)(o)(x),52,all_persons,2016-04-01,2016-04-30,Q12b,without_children,19
Hispanic/Latin(a)(o)(x),52,all_persons,2016-04-01,2016-04-30,Q12b,with_children_and_adults,33
Hispanic/Latin(a)(o)(x),52,all_persons,2016-04-01,2016-04-30,Q12b,with_only_children,0
Hispanic/Latin(a)(o)(x),52,all_persons,2016-04-01,2016-04-30,Q12b,unknown_household_type,0
Client Doesn't Know/Client Refused,0,all_persons,2016-04-01,2016-04-30,Q12b,without_children,0
Client Doesn't Know/Client Refused,0,all_persons,2016-04-01,2016-04-30,Q12b,with_children_and_adults,0
Client Doesn't Know/Client Refused,0,all_persons,2016-04-01,2016-04-30,Q12b,with_only_children,0
Client Doesn't Know/Client Refused,0,all_persons,2016-04-01,2016-04-30,Q12b,unknown_household_type,0
Data Not Collected,2,all_persons,2016-04-01,2016-04-30,Q12b,without_children,1
Data Not Collected,2,all_persons,2016-04-01,2016-04-30,Q12b,with_children_and_adults,0
Data Not Collected,2,all_persons,2016-04-01,2016-04-30,Q12b,with_only_children,0
Data Not Collected,2,all_persons,2016-04-01,2016-04-30,Q12b,unknown_household_type,1
