conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,17,2,0,exit,2016-04-01,2016-04-30,Q13b1,without_children,15
Mental Health Disorder,17,2,0,exit,2016-04-01,2016-04-30,Q13b1,with_only_children,0
Mental Health Disorder,17,2,0,exit,2016-04-01,2016-04-30,Q13b1,unknown_household_type,0
Alcohol Use Disorder,3,0,0,exit,2016-04-01,2016-04-30,Q13b1,without_children,3
Alcohol Use Disorder,3,0,0,exit,2016-04-01,2016-04-30,Q13b1,with_only_children,0
Alcohol Use Disorder,3,0,0,exit,2016-04-01,2016-04-30,Q13b1,unknown_household_type,0
Drug Use Disorder,1,0,0,exit,2016-04-01,2016-04-30,Q13b1,without_children,1
Drug Use Disorder,1,0,0,exit,2016-04-01,2016-04-30,Q13b1,with_only_children,0
Drug Use Disorder,1,0,0,exit,2016-04-01,2016-04-30,Q13b1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,2,0,0,exit,2016-04-01,2016-04-30,Q13b1,without_children,2
Both Alcohol and Drug Use Disorders,2,0,0,exit,2016-04-01,2016-04-30,Q13b1,with_only_children,0
Both Alcohol and Drug Use Disorders,2,0,0,exit,2016-04-01,2016-04-30,Q13b1,unknown_household_type,0
Chronic Health Condition,11,1,0,exit,2016-04-01,2016-04-30,Q13b1,without_children,10
Chronic Health Condition,11,1,0,exit,2016-04-01,2016-04-30,Q13b1,with_only_children,0
Chronic Health Condition,11,1,0,exit,2016-04-01,2016-04-30,Q13b1,unknown_household_type,0
HIV/AIDS,2,0,0,exit,2016-04-01,2016-04-30,Q13b1,without_children,2
HIV/AIDS,2,0,0,exit,2016-04-01,2016-04-30,Q13b1,with_only_children,0
HIV/AIDS,2,0,0,exit,2016-04-01,2016-04-30,Q13b1,unknown_household_type,0
Development Disability,8,0,2,exit,2016-04-01,2016-04-30,Q13b1,without_children,6
Development Disability,8,0,2,exit,2016-04-01,2016-04-30,Q13b1,with_only_children,0
Development Disability,8,0,2,exit,2016-04-01,2016-04-30,Q13b1,unknown_household_type,0
Physical Disability,19,0,0,exit,2016-04-01,2016-04-30,Q13b1,without_children,19
Physical Disability,19,0,0,exit,2016-04-01,2016-04-30,Q13b1,with_only_children,0
Physical Disability,19,0,0,exit,2016-04-01,2016-04-30,Q13b1,unknown_household_type,0
