conditions,total,adults_in_hh_with_children_and_adults,children_in_hh_with_children_and_adults,population,start_date,end_date,question,household_type,count
Mental Health Disorder,114,13,4,all_persons,2016-04-01,2016-04-30,Q13a1,without_children,97
Mental Health Disorder,114,13,4,all_persons,2016-04-01,2016-04-30,Q13a1,with_only_children,0
Mental Health Disorder,114,13,4,all_persons,2016-04-01,2016-04-30,Q13a1,unknown_household_type,0
Alcohol Use Disorder,18,0,0,all_persons,2016-04-01,2016-04-30,Q13a1,without_children,18
Alcohol Use Disorder,18,0,0,all_persons,2016-04-01,2016-04-30,Q13a1,with_only_children,0
Alcohol Use Disorder,18,0,0,all_persons,2016-04-01,2016-04-30,Q13a1,unknown_household_type,0
Drug Use Disorder,8,2,0,all_persons,2016-04-01,2016-04-30,Q13a1,without_children,6
Drug Use Disorder,8,2,0,all_persons,2016-04-01,2016-04-30,Q13a1,with_only_children,0
Drug Use Disorder,8,2,0,all_persons,2016-04-01,2016-04-30,Q13a1,unknown_household_type,0
Both Alcohol and Drug Use Disorders,20,2,0,all_persons,2016-04-01,2016-04-30,Q13a1,without_children,18
Both Alcohol and Drug Use Disorders,20,2,0,all_persons,2016-04-01,2016-04-30,Q13a1,with_only_children,0
Both Alcohol and Drug Use Disorders,20,2,0,all_persons,2016-04-01,2016-04-30,Q13a1,unknown_household_type,0
Chronic Health Condition,57,10,5,all_persons,2016-04-01,2016-04-30,Q13a1,without_children,42
Chronic Health Condition,57,10,5,all_persons,2016-04-01,2016-04-30,Q13a1,with_only_children,0
Chronic Health Condition,57,10,5,all_persons,2016-04-01,2016-04-30,Q13a1,unknown_household_type,0
HIV/AIDS,94,2,0,all_persons,2016-04-01,2016-04-30,Q13a1,without_children,92
HIV/AIDS,94,2,0,all_persons,2016-04-01,2016-04-30,Q13a1,with_only_children,0
HIV/AIDS,94,2,0,all_persons,2016-04-01,2016-04-30,Q13a1,unknown_household_type,0
Development Disability,24,3,7,all_persons,2016-04-01,2016-04-30,Q13a1,without_children,14
Development Disability,24,3,7,all_persons,2016-04-01,2016-04-30,Q13a1,with_only_children,0
Development Disability,24,3,7,all_persons,2016-04-01,2016-04-30,Q13a1,unknown_household_type,0
Physical Disability,68,7,2,all_persons,2016-04-01,2016-04-30,Q13a1,without_children,59
Physical Disability,68,7,2,all_persons,2016-04-01,2016-04-30,Q13a1,with_only_children,0
Physical Disability,68,7,2,all_persons,2016-04-01,2016-04-30,Q13a1,unknown_household_type,0
